coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo
0,1.423966634,3.202441071,5.347182792,8.569908206,10.91619512,12.93022472,14.90233288,16.84241797,18.7592698,20.66056968,22.55289036,24.44169607,26.33134252,28.22507688,30.12503778,32.03225535,33.94665115,35.86703823,37.79112112,39.71549581,41.63564974,43.54596184,45.43970252,47.30903363,49.14500851,50.93757196,52.67556027,54.34670116,55.93761385,57.43380903,58.81968885,60.07854692,61.19256833,62.14282966,62.90929891,63.4708356,63.80519069,63.88900661,63.69781728,63.20604806,62.38701582,61.21292885,59.65488694,57.68288135,55.2657948,52.37140148,48.96636706,45.01624866,40.48549488,35.33744581,29.53433296,23.03727937,15.80629949,7.800299287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.389015751,3.123838004,5.215937609,8.377615673,10.71601845,12.75135401,14.76090952,16.75267433,18.73360985,20.70964968,22.68569949,24.66563712,26.6523125,28.64754771,30.65213695,32.66584653,34.6874149,36.71455264,38.74394245,40.77123914,42.79106967,44.79703311,46.78170065,48.73661564,50.65229351,52.51822184,54.32286034,56.05364082,57.69696725,59.2382157,60.66173437,61.9508436,63.08783582,64.05397564,64.82949974,65.39361697,65.72450827,65.79932673,65.59419755,65.08421806,64.24345773,63.04495814,61.46073298,59.46176811,57.01802147,54.09842314,50.67087535,46.70225243,42.15840083,37.00413914,31.20325808,24.71852047,17.51166129,9.543387617,0.773378669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.354064867,3.045234938,5.084692425,8.18532314,10.51584179,12.5724833,14.61948617,16.66293068,18.7079499,20.75872968,22.81850863,24.88957817,26.97328249,29.07001855,31.17923612,33.29943771,35.42817866,37.56206706,39.69676377,41.82698247,43.9464896,46.04810437,48.12369879,50.16419765,52.15957851,54.09887172,55.97016041,57.76058049,59.45632065,61.04262237,62.5037799,63.82314027,64.98310332,65.96512162,66.74970058,67.31639834,67.64382585,67.70964685,67.49057782,66.96238806,66.09989965,64.87698743,63.26657903,61.24065486,58.77024813,55.82544481,52.37538365,48.3882562,43.83130677,38.67083247,32.87218319,26.39976157,19.21702309,11.28647595,2.569681169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.319113984,2.966631871,4.953447242,7.993030606,10.31566512,12.39361259,14.47806281,16.57318704,18.68228995,20.80780968,22.95131777,25.11351922,27.29425247,29.49248939,31.70633528,33.9330289,36.16894242,38.40958147,40.6495851,42.88272581,45.10190953,47.29917563,49.46569693,51.59177966,53.66686351,55.67952159,57.61746048,59.46752015,61.21567404,62.84702903,64.34582542,65.69543695,66.87837081,67.87626761,68.66990141,69.23917971,69.56314344,69.61996696,69.38695809,68.84055806,67.95634157,66.70901672,65.07242507,63.01954162,60.5224748,57.55246647,54.07989195,50.07425997,45.50421272,40.33752581,34.5411083,28.08100268,20.92238488,13.02956428,4.365983669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.284163101,2.888028804,4.822202059,7.800738073,10.11548845,12.21474188,14.33663946,16.4834434,18.65663001,20.85688968,23.0841269,25.33746027,27.61522245,29.91496023,32.23343445,34.56662008,36.90970618,39.25709588,41.60240642,43.93846914,46.25732946,48.5502469,50.80769507,53.01936167,55.17414851,57.26017147,59.26476055,61.17445981,62.97502744,64.6514357,66.18787094,67.56773363,68.7736383,69.78741359,70.59010224,71.16196108,71.48246102,71.53028708,71.28333836,70.71872806,69.81278348,68.54104601,66.87827111,64.79842838,62.27470147,59.27948814,55.78440025,51.76026374,47.17711866,42.00421914,36.21003341,29.76224378,22.62774668,14.77265261,6.162286169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.249212217,2.809425738,4.690956875,7.60844554,9.915311788,12.03587117,14.1952161,16.39369975,18.63097006,20.90596968,23.21693604,25.56140132,27.93619244,30.33743106,32.76053362,35.20021127,37.65046993,40.10461029,42.55522774,44.99421247,47.41274939,49.80131816,52.1496932,54.44694368,56.68143351,58.84082135,60.91206062,62.88139948,64.73438084,66.45584237,68.02991647,69.4400303,70.66890579,71.69855958,72.51030308,73.08474245,73.40177861,73.4406072,73.17971863,72.59689806,71.6692254,70.3730753,68.68411716,66.57731514,64.02692813,61.0065098,57.48890854,53.44626751,48.8500246,43.67091247,37.87895852,31.44348489,24.33310848,16.51574094,7.958588669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.214261334,2.730822671,4.559711692,7.416153006,9.715135121,11.85700046,14.05379274,16.30395611,18.60531011,20.95504968,23.34974518,25.78534237,28.25716242,30.7599019,33.28763278,35.83380245,38.39123369,40.9521247,43.50804907,46.04995581,48.56816932,51.05238943,53.49169134,55.87452569,58.18871851,60.42147123,62.55936069,64.58833914,66.49373424,68.26024903,69.87196199,71.31232698,72.56417328,73.60970556,74.43050391,75.00752382,75.32109619,75.35092731,75.0760989,74.47506806,73.52566732,72.20510459,70.4899632,68.35620189,65.7791548,62.73353146,59.19341684,55.13227128,50.52293055,45.33760581,39.54788363,33.12472599,26.03847028,18.25882927,9.754891169,0.49511957,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.179310451,2.652219604,4.428466509,7.223860473,9.514958454,11.67812975,13.91236939,16.21421247,18.57965016,21.00412968,23.48255432,26.00928342,28.57813241,31.18237274,33.81473195,36.46739363,39.13199745,41.79963911,44.46087039,47.10569914,49.72358925,52.30346069,54.83368948,57.3021077,59.69600351,62.0021211,64.20666076,66.29527881,68.25308763,70.0646557,71.71400752,73.18462366,74.45944077,75.52085154,76.35070474,76.93030519,77.24041377,77.26124743,76.97247917,76.35323806,75.38210924,74.03713388,72.29580925,70.13508865,67.53138147,64.46055313,60.89792514,56.81827505,52.19583649,47.00429914,41.21680874,34.80596709,27.74383207,20.0019176,11.55119367,2.362086327,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.144359567,2.573616538,4.297221325,7.03156794,9.314781788,11.49925904,13.77094603,16.12446883,18.55399021,21.05320968,23.61536345,26.23322447,28.89910239,31.60484358,34.34183112,37.10098482,39.87276121,42.64715352,45.41369172,48.16144247,50.87900918,53.55453195,56.17568762,58.72968971,61.20328851,63.58277098,65.85396083,68.00221847,70.01244103,71.86906237,73.55605304,75.05692034,76.35470826,77.43199753,78.27090558,78.85308656,79.15973136,79.17156755,78.86885944,78.23140806,77.23855115,75.86916317,74.10165529,71.91397541,69.28360813,66.18757479,62.60243343,58.50427882,53.86874244,48.67099247,42.88573385,36.4872082,29.44919387,21.74500593,13.34749617,4.229053085,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.109408684,2.495013471,4.165976142,6.839275406,9.114605121,11.32038833,13.62952268,16.03472518,18.52833026,21.10228968,23.74817259,26.45716552,29.22007237,32.02731441,34.86893028,37.734576,40.61352496,43.49466793,46.36651304,49.21718581,52.03442911,54.80560322,57.51768575,60.15727172,62.71057351,65.16342086,67.5012609,69.70915813,71.77179443,73.67346903,75.39809856,76.92921701,78.24997575,79.34314351,80.19110641,80.77586793,81.07904894,81.08188767,80.76523971,80.10957806,79.09499307,77.70119246,75.90750133,73.69286216,71.0358348,67.91459646,64.30694173,60.19028259,55.54164838,50.33768581,44.55465896,38.1684493,31.15455567,23.48809426,15.14379867,6.096019842,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.074457801,2.416410404,4.034730959,6.646982873,8.914428454,11.14151762,13.48809932,15.94498154,18.50267031,21.15136968,23.88098173,26.68110658,29.54104236,32.44978525,35.39602945,38.36816719,41.35428872,44.34218234,47.31933436,50.27292914,53.18984904,56.05667448,58.85968389,61.58485373,64.21785851,66.74407074,69.14856097,71.4160978,73.53114783,75.4778757,77.24014409,78.80151369,80.14524324,81.2542895,82.11130724,82.69864931,82.99836653,82.99220778,82.66161998,81.98774806,80.95143499,79.53322175,77.71334738,75.47174892,72.78806147,69.64161812,66.01145003,61.87628636,57.21455432,52.00437914,46.22358407,39.84969041,32.85991746,25.23118259,16.94010117,7.962986599,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.039506917,2.337807338,3.903485775,6.45469034,8.714251788,10.96264691,13.34667596,15.8552379,18.47701036,21.20044968,24.01379087,26.90504763,29.86201234,32.87225609,35.92312862,39.00175837,42.09505248,45.18969675,48.27215569,51.32867247,54.34526897,57.30774575,60.20168203,63.01243574,65.72514351,68.32472061,70.79586104,73.12303746,75.29050122,77.28228237,79.08218961,80.67381037,82.04051073,83.16543548,84.03150808,84.62143068,84.91768411,84.9025279,84.55800026,83.86591806,82.80787691,81.36525104,79.51919342,77.25063568,74.54028813,71.36863978,67.71595833,63.56229013,58.88746027,53.67107247,47.89250918,41.53093151,34.56527926,26.97427092,18.73640367,9.829953357,0.23297453,0,0,0,0,0,0,0,0,0,0,0,0
0,1.004556034,2.259204271,3.772240592,6.262397806,8.514075121,10.7837762,13.20525261,15.76549426,18.45135041,21.24952968,24.1466,27.12898868,30.18298233,33.29472692,36.45022778,39.63534955,42.83581624,46.03721116,49.22497701,52.38441581,55.5006889,58.55881701,61.54368016,64.44001776,67.23242851,69.90537049,72.44316111,74.82997713,77.04985462,79.08668903,80.92423514,82.54610705,83.93577822,85.07658146,85.95170891,86.54421205,86.83700169,86.81284802,86.45438053,85.74408806,84.66431882,83.19728033,81.32503947,79.02952244,76.2925148,73.09566145,69.42046662,65.24829391,60.56036621,55.33776581,49.56143429,43.21217261,36.27064106,28.71735925,20.53270617,11.69692011,2.190098741,0,0,0,0,0,0,0,0,0,0,0,0
0,0.969605151,2.180601204,3.640995409,6.070105273,8.313898454,10.6049055,13.06382925,15.67575061,18.42569046,21.29860968,24.27940914,27.35292973,30.50395231,33.71719776,36.97732695,40.26894074,43.57657999,46.88472557,50.17779834,53.44015914,56.65610884,59.80988827,62.8856783,65.86759977,68.73971351,71.48602037,74.09046118,76.53691679,78.80920802,80.8910957,82.76628066,84.41840372,85.83104571,86.98772745,87.87190974,88.46699342,88.75631928,88.72316814,88.3507608,87.62225806,86.52076074,85.02930962,83.13088551,80.80840919,78.04474147,74.82268311,71.12497492,66.93429768,62.23327216,57.00445914,51.2303594,44.89341372,37.97600286,30.46044759,22.32900867,13.56388687,4.147222952,0.643234355,0.331230472,0,0,0,0,0,0,0,0,0,0
0,0.934654267,2.101998138,3.509750225,5.87781274,8.113721788,10.42603479,12.9224059,15.58600697,18.40003051,21.34768968,24.41221828,27.57687078,30.82492229,34.1396686,37.50442612,40.90253192,44.31734375,47.73223998,51.13061966,54.49590247,57.81152877,61.06095954,64.22767644,67.29518178,70.24699851,73.06667025,75.73776125,78.24385645,80.56856142,82.69550237,84.60832618,86.2907004,87.7263132,88.89887343,89.79211058,90.38977479,90.67563686,90.63348825,90.24714107,89.50042806,88.37720266,86.86133891,84.93673155,82.58729595,79.79696813,76.54970478,72.82948322,68.62030145,63.9061781,58.67115247,52.89928451,46.57465482,39.68136465,32.20353592,24.12531117,15.43085363,6.104347162,2.474869913,1.921359006,1.339319032,0.728652483,0.089282503,0,0,0,0,0,0,0
0,0.899703384,2.023395071,3.378505042,5.685520206,7.913545121,10.24716408,12.78098254,15.49626333,18.37437056,21.39676968,24.54502742,27.80081183,31.14589228,34.56213944,38.03152528,41.53612311,45.05810751,48.57975439,52.08344098,55.55164581,58.9669487,62.3120308,65.56967458,68.72276379,71.75428351,74.64732012,77.38506133,79.95079612,82.32791481,84.49990903,86.45037171,88.16299708,89.62158069,90.81001942,91.71231141,92.31255616,92.59495445,92.54380837,92.14352134,91.37859806,90.23364458,88.69336821,86.7425776,84.36618271,81.5491948,78.27672644,74.53399152,70.30630522,65.57908404,60.33784581,54.56820962,48.25589593,41.38672645,33.94662425,25.92161367,17.29782039,8.061471373,4.30650547,3.51148754,2.689709032,1.84285347,0.972705687,0.081151824,0,0,0,0,0,0
0,0.864752501,1.944792004,3.247259859,5.493227673,7.713368454,10.06829337,12.63955918,15.40651969,18.34871061,21.44584968,24.67783655,28.02475288,31.46686226,34.98461027,38.55862445,42.16971429,45.79887126,49.4272688,53.03626231,56.60738914,60.12236863,63.56310207,66.91167271,70.1503458,73.26156851,76.22797,79.0323614,81.65773578,84.08726821,86.3043157,88.29241723,90.03529376,91.51684818,92.7211654,93.63251224,94.23533753,94.51427203,94.45412849,94.03990161,93.25676806,92.09008649,90.5253975,88.54842364,86.14506947,83.30142147,80.0037481,76.23849981,71.99230899,67.25198999,62.00453914,56.23713474,49.93713703,43.09208825,35.68971258,27.71791617,19.16478714,10.01859558,6.138141027,5.101616074,4.040099032,2.957054458,1.856128871,0.741150758,0,0,0,0,0,0
0,0.829801617,1.866188938,3.116014675,5.30093514,7.513191788,9.889422658,12.49813583,15.31677604,18.32305066,21.49492968,24.81064569,28.24869393,31.78783225,35.40708111,39.08572362,42.80330547,46.53963502,50.27478322,53.98908363,57.66313247,61.27778856,64.81417333,68.25367085,71.57792781,74.76885351,77.80861988,80.67966147,83.36467545,85.84662161,88.10872237,90.13446276,91.90759043,93.41211568,94.63231138,95.55271308,96.1581189,96.43358961,96.36444861,95.93628188,95.13493806,93.94652841,92.35742679,90.35426969,87.92395622,85.05364813,81.73076977,77.94300811,73.67831276,68.92489593,63.67123247,57.90605985,51.61837813,44.79745005,37.43280091,29.51421867,21.0317539,11.97571979,7.969776585,6.691744608,5.390489032,4.071255445,2.739552055,1.401149692,0.062081808,0,0,0,0,0
0.0262,1.0485265,2.358092,3.9373555,5.768776,7.8348125,10.117924,12.6005695,15.265208,18.0942985,21.0703,24.1756715,27.392872,30.7043605,34.092596,37.5400375,41.029144,44.5423745,48.062188,51.5710435,55.0514,58.4857165,61.856452,65.1460655,68.337016,71.4117625,74.352764,77.1424795,79.763368,82.1978885,84.4285,86.4376615,88.207832,89.7214705,90.961036,91.9089875,92.547784,92.8598845,92.827748,92.4338335,91.6606,90.4905065,88.906012,86.8895755,84.423656,81.4907125,78.073204,74.1535895,69.714328,64.7378785,59.2067,53.1032515,46.409992,39.1093805,31.183876,22.6159375,13.388024,3.4825945,0,0,0,0,0,0,0,0,0,0,0,0
0.024453333,0.978624733,2.200885867,3.674865133,5.485531755,7.56274375,9.882926475,12.42554806,15.17020461,18.09662014,21.18464667,24.41426412,27.76558039,31.21883134,34.75438077,38.35272042,41.99446999,45.66037716,49.33131751,52.98829462,56.61244,60.1850131,63.68740135,67.10112012,70.40781271,73.58925042,76.62733245,79.50408598,82.20166615,84.70235604,86.98856667,89.04283702,90.84783405,92.38635262,93.64131559,94.59577375,95.23290583,95.53601854,95.48854653,95.07405238,94.27622667,93.07888788,91.46598247,89.42158486,86.92989741,83.97525042,80.54210215,76.61503884,72.17877463,67.21815166,61.71814,55.66383766,49.04047063,41.83339284,34.02808615,25.61016042,16.56535341,6.879530865,3.182052341,2.731186611,2.279133333,1.828641651,1.382588661,0.943979411,0.515946901,0.101752083,0,0,0,0
0.022706667,0.908722967,2.043679733,3.412374767,5.202287509,7.290675,9.647928949,12.25052663,15.07520122,18.09894179,21.29899333,24.65285674,28.13828879,31.73330219,35.41616554,39.16540333,42.95979599,46.77837982,50.60044703,54.40554575,58.17348,61.88430971,65.51835071,69.05617474,72.47860943,75.76673833,78.9019009,81.86569247,84.63996431,87.20682358,89.54863333,91.64801255,93.4878361,95.05123475,96.32159519,97.28256,97.91802767,98.21215259,98.14934506,97.71427127,96.89185333,95.66726926,94.02595295,91.95359423,89.43613882,86.45978833,83.01100031,79.07648818,74.64322127,69.69842483,64.22958,58.22442383,51.67094927,44.55740518,36.87229631,28.60438333,19.74268282,10.27646723,6.364104683,5.462373223,4.558266667,3.657283303,2.765177323,1.887958823,1.031893803,0.203504167,0,0,0,0
0.02096,0.8388212,1.8864736,3.1498844,4.919043264,7.01860625,9.412931424,12.07550519,14.98019782,18.10126343,21.41334,24.89144935,28.51099718,32.24777303,36.0779503,39.97808625,43.92512198,47.89638247,51.86957654,55.82279687,59.73452,63.58360631,67.34930006,71.01122935,74.54940614,77.94422625,81.17646934,84.22729895,87.07826246,89.71129111,92.1087,94.25318807,96.12783814,97.71611687,99.00187478,99.96934625,100.6031495,100.8882866,100.8101436,100.3544902,99.50748,98.25565063,96.58592342,94.48560359,91.94238022,88.94432625,85.47989846,81.53793751,77.1076679,72.17869799,66.74102,60.78500999,54.3014279,47.28141751,39.71650646,31.59860625,22.92001222,13.67340359,9.546157024,8.193559834,6.8374,5.485924954,4.147765984,2.831938234,1.547840704,0.30525625,0,0,0,0
0.019213333,0.768919433,1.729267467,2.887394033,4.635799019,6.7465375,9.177933899,11.90048376,14.88519443,18.10358508,21.52768667,25.13004197,28.88370558,32.76224388,36.73973507,40.79076917,44.89044798,49.01438513,53.13870606,57.240048,61.29556,65.28290292,69.18024942,72.96628397,76.62020286,80.12171417,83.45103779,86.58890544,89.51656062,92.21575865,94.66876667,96.8583636,98.76784019,100.380999,101.6821544,102.6561325,103.2882713,103.5644207,103.4709421,102.994709,102.1231067,100.844032,99.1458939,97.01761296,94.44862163,91.42886417,87.94879662,83.99938685,79.57211454,74.65897116,69.25246,63.34559616,56.93190654,50.00542985,42.56071662,34.59282917,26.09734163,17.07033996,12.72820937,10.92474645,9.116533333,7.314566605,5.530354645,3.775917645,2.063787605,0.407008333,0,0,0,0
0.017466667,0.699017667,1.572061333,2.624903667,4.352554773,6.47446875,8.942936373,11.72546232,14.79019104,18.10590672,21.64203333,25.36863459,29.25641397,33.27671472,37.40151984,41.60345208,45.85577397,50.13238779,54.40783557,58.65729912,62.8566,66.98219952,71.01119877,74.92133859,78.69099957,82.29920208,85.72560624,88.95051192,91.95485877,94.72022619,97.22883333,99.46353912,101.4078422,103.0458811,104.362434,105.3429188,105.9733932,106.2405547,106.1317406,105.6349279,104.7387333,103.4324134,101.7058644,99.54962232,96.95486304,93.91340208,90.41769477,86.46083619,82.03656117,77.13924432,71.7639,65.90618232,59.56238517,52.72944219,45.40492677,37.58705208,29.27467104,20.46727632,15.91026171,13.65593306,11.39566667,9.143208257,6.912943307,4.719897057,2.579734507,0.508760417,0,0,0,0
0.01572,0.6291159,1.4148552,2.3624133,4.069310528,6.2024,8.707938848,11.55044089,14.69518765,18.10822837,21.75638,25.60722721,29.62912237,33.79118557,38.06330461,42.416135,46.82109997,51.25039045,55.67696509,60.07455025,64.41764,68.68149613,72.84214813,76.87639321,80.76179629,84.47669,88.00017469,91.31211841,94.39315693,97.22469373,99.7889,102.0687146,104.0478443,105.7107632,107.0427136,108.029705,108.658515,108.9166888,108.7925392,108.2751468,107.35436,106.0207948,104.2658348,102.0816317,99.46110445,96.39794,92.88659293,88.92228553,84.50100781,79.61951749,74.27534,68.46676849,62.19286381,55.45345453,48.24913693,40.581275,32.45200045,23.86421269,19.09231405,16.38711967,13.6748,10.97184991,8.295531968,5.663876468,3.095681408,0.6105125,0,0,0,0
0.013973333,0.559214133,1.257649067,2.099922933,3.786066283,5.93033125,8.472941323,11.37541945,14.60018426,18.11055001,21.87072667,25.84581983,30.00183076,34.30565641,38.72508938,43.22881792,47.78642596,52.36839311,56.9460946,61.49180137,65.97868,70.38079273,74.67309748,78.83144783,82.832593,86.65417792,90.27474314,93.67372489,96.83145508,99.72916127,102.3489667,104.6738902,106.6878463,108.3756454,109.7229932,110.7164913,111.3436368,111.5928228,111.4533377,110.9153657,109.9699867,108.6091761,106.8258053,104.6136411,101.9673459,98.88247792,95.35549108,91.38373487,86.96545444,82.09979065,76.78678,71.02735465,64.82334244,58.17746687,51.09334708,43.57549792,35.62932986,27.26114905,22.27436639,19.11830628,15.95393333,12.80049156,9.678120629,6.607855879,3.611628309,0.712264583,0,0,0,0
0.012226667,0.489312367,1.100442933,1.837432567,3.502822037,5.6582625,8.237943797,11.20039802,14.50518086,18.11287166,21.98507333,26.08441244,30.37453916,34.82012726,39.38687414,44.04150083,48.75175196,53.48639576,58.21522412,62.9090525,67.53972,72.08008934,76.50404684,80.78650244,84.90338972,88.83166583,92.54931158,96.03533138,99.26975324,102.2336288,104.9090333,107.2790657,109.3278484,111.0405275,112.4032728,113.4032775,114.0287587,114.2689569,114.1141362,113.5555846,112.5856133,111.1975575,109.3857758,107.1456504,104.4735873,101.3670158,97.82438924,93.8451842,89.42990108,84.58006382,79.29822,73.58794082,67.45382108,60.9014792,53.93755724,46.56972083,38.80665926,30.65808542,25.45641873,21.84949289,18.23306667,14.62913321,11.06070929,7.551835291,4.127575211,0.814016667,0,0,0,0
0.01048,0.4194106,0.9432368,1.5749422,3.219577792,5.38619375,8.002946272,11.02537658,14.41017747,18.1151933,22.09942,26.32300506,30.74724755,35.3345981,40.04865891,44.85418375,49.71707795,54.60439842,59.48435363,64.32630362,69.10076,73.77938594,78.33499619,82.74155706,86.97418643,91.00915375,94.82388003,98.39693786,101.7080514,104.7380963,107.4691,109.8842412,111.9678504,113.7054096,115.0835524,116.0900638,116.7138805,116.9450909,116.7749348,116.1958035,115.20124,113.7859389,111.9457463,109.6776598,106.9798287,103.8515538,100.2932874,96.30663354,91.89434771,87.06033698,81.80966,76.14852698,70.08429971,63.62549154,56.78176739,49.56394375,41.98398867,34.05502178,28.63847107,24.5806795,20.5122,16.45777486,12.44329795,8.495814702,4.643522112,0.91576875,0,0,0,0
0.008733333,0.349508833,0.786030667,1.312451833,2.936333547,5.114125,7.767948747,10.85035515,14.31517408,18.11751495,22.21376667,26.56159768,31.11995595,35.84906895,40.71044368,45.66686667,50.68240395,55.72240108,60.75348315,65.74355475,70.6618,75.47868255,80.16594555,84.69661168,89.04498315,93.18664167,97.09844848,100.7585443,104.1463495,107.2425639,110.0291667,112.4894167,114.6078525,116.3702917,117.7638319,118.77685,119.3990023,119.6212249,119.4357333,118.8360223,117.8168667,116.3743203,114.5057167,112.2096691,109.4860701,106.3360917,102.7621855,98.76808288,94.35879435,89.54061015,84.3211,78.70911315,72.71477835,66.34950388,59.62597755,52.55816667,45.16131808,37.45195815,31.82052341,27.31186611,22.79133333,18.28641651,13.82588661,9.439794113,5.159469013,1.017520833,0,0,0,0
0.006986667,0.279607067,0.628824533,1.049961467,2.653089301,4.84205625,7.532951221,10.67533371,14.22017069,18.11983659,22.32811333,26.8001903,31.49266434,36.36353979,41.37222845,46.47954958,51.64772994,56.84040374,62.02261266,67.16080587,72.22284,77.17797915,81.9968949,86.6516663,91.11577986,95.36412958,99.37301693,103.1201508,106.5846477,109.7470314,112.5892333,115.0945923,117.2478545,119.0351739,120.4441115,121.4636363,122.0841242,122.297359,122.0965318,121.4762412,120.4324933,118.9627017,117.0656872,114.7416785,111.9923115,108.8206296,105.2310837,101.2295322,96.82324098,92.02088331,86.83254,81.26969931,75.34525698,69.07351622,62.4701877,55.55238958,48.33864749,40.84889451,35.00257575,30.04305272,25.07046667,20.11505816,15.20847527,10.38377352,5.675415915,1.119272917,0,0,0,0
0.00524,0.2097053,0.4716184,0.7874711,2.369845056,4.5699875,7.297953696,10.50031228,14.1251673,18.12215824,22.44246,27.03878292,31.86537274,36.87801064,42.03401322,47.2922325,52.61305594,57.9584064,63.29174218,68.578057,73.78388,78.87727576,83.82784426,88.60672092,93.18657658,97.5416175,101.6475854,105.4817573,109.0229459,112.251499,115.1493,117.6997678,119.8878566,121.700056,123.1243911,124.1504225,124.769246,124.973493,124.7573303,124.1164601,123.04812,121.551083,119.6256577,117.2736879,114.4985529,111.3051675,107.6999819,103.6909816,99.28768762,94.50115648,89.34398,83.83028548,77.97573562,71.79752856,65.31439786,58.5466125,51.5159769,44.24583088,38.1846281,32.77423934,27.3496,21.94369982,16.59106394,11.32775294,6.191362816,1.221025,0,0,0,0
0.003493333,0.139803533,0.314412267,0.524980733,2.086600811,4.29791875,7.062956171,10.32529084,14.0301639,18.12447988,22.55680667,27.27737553,32.23808113,37.39248148,42.69579798,48.10491542,53.57838193,59.07640905,64.56087169,69.99530812,75.34492,80.57657236,85.65879361,90.56177553,95.25737329,99.71910542,103.9221538,107.8433638,111.461244,114.7559665,117.7093667,120.3049433,122.5278586,124.3649381,125.8046707,126.8372088,127.4543679,127.6496271,127.4181289,126.756679,125.6637467,124.1394644,122.1856282,119.8056972,117.0047943,113.7897054,110.16888,106.1524309,101.7521343,96.98142964,91.85542,86.39087164,80.60621425,74.52154089,68.15860801,61.54083542,54.6933063,47.64276724,41.36668044,35.50542595,29.62873333,23.77234147,17.9736526,12.27173235,6.707309717,1.322777083,0,0,0,0
0.001746667,0.069901767,0.157206133,0.262490367,1.803356565,4.02585,6.827958645,10.15026941,13.93516051,18.12680153,22.67115333,27.51596815,32.61078953,37.90695233,43.35758275,48.91759833,54.54370793,60.19441171,65.83000121,71.41255925,76.90596,82.27586897,87.48974297,92.51683015,97.32817001,101.8965933,106.1967223,110.2049703,113.8995422,117.260434,120.2694333,122.9101188,125.1678607,127.0298202,128.4849503,129.523995,130.1394897,130.3257611,130.0789274,129.3968979,128.2793733,126.7278458,124.7455986,122.3377066,119.5110357,116.2742433,112.6377782,108.6138802,104.2165809,99.46170281,94.36686,88.95145781,83.23669289,77.24555323,71.00281817,64.53505833,57.87063571,51.03970361,44.54873278,38.23661256,31.90786667,25.60098312,19.35624126,13.21571176,7.223256619,1.424529167,0,0,0,0
0,0,0,0,1.52011232,3.75378125,6.59296112,9.97524797,13.84015712,18.12912317,22.7855,27.75456077,32.98349792,38.42142317,44.01936752,49.73028125,55.50903392,61.31241437,67.09913072,72.82981037,78.467,83.97516557,89.32069232,94.47188477,99.39896672,104.0740813,108.4712907,112.5665768,116.3378403,119.7649016,122.8295,125.5152944,127.8078627,129.6947024,131.1652299,132.2107813,132.8246115,133.0018952,132.7397259,132.0371168,130.895,129.3162272,127.3055691,124.869716,122.0172771,118.7587813,115.1066763,111.0753296,106.6810275,101.941976,96.8783,91.51204397,85.86717152,79.96956557,73.84702832,67.52928125,61.04796512,54.43663997,47.73078512,40.96779917,34.187,27.42962477,20.73882992,14.15969117,7.73920352,1.52628125,0,0,0,0
0.0175,0,0,0,1.418771499,3.625496667,6.470217227,9.867422693,13.75567323,18.07548163,22.76931333,27.78158643,33.05867163,38.54889229,44.20252443,49.97179667,55.81089029,61.67593923,67.52503003,73.31820189,79.01744667,84.58670883,89.99188549,95.20082643,100.183334,104.9111633,109.358022,113.4995704,117.3134215,120.7791408,123.8782467,126.5942099,128.912454,130.8203552,132.3072423,133.3643967,133.9850524,134.1643963,133.8995676,133.1896584,132.0357133,130.4407296,128.4096572,125.9493987,123.0688092,119.7786967,116.0918215,112.0228968,107.5885884,102.8075147,97.70024667,92.28930803,86.59917509,80.65627683,74.48899483,68.12766333,61.60456923,54.95395203,48.21200389,41.41686963,34.60864667,27.82938509,21.12308763,14.53570963,8.115159093,1.911296667,0.108961568,0,0,0
0.035,0,0,0,1.317430677,3.497212083,6.347473333,9.759597417,13.67118933,18.02184008,22.75312667,27.80861208,33.13384533,38.67636142,44.38568133,50.21331208,56.11274667,62.03946408,67.95092933,73.80659342,79.56789333,85.19825208,90.66307867,95.92976808,100.9677013,105.7482454,110.2447533,114.4325641,118.2890027,121.7933801,124.9269933,127.6731254,130.0170453,131.9460081,133.4492547,134.5180121,135.1454933,135.3268974,135.0594093,134.3422001,133.1764267,131.5652321,129.5137453,127.0290814,124.1203413,120.7986121,117.0769667,112.9704641,108.4961493,103.6730534,98.52219333,93.06657208,87.33117867,81.34298808,75.13096133,68.72604542,62.16117333,55.47126408,48.69322267,41.86594008,35.03029333,28.22914542,21.50734533,14.91172808,8.491114667,2.296312083,0.217923136,0,0,0
