coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo,coo
0,1.773475467,3.988471738,6.659634625,10.49283354,12.91796179,14.71893181,16.31656644,17.73985439,19.0158693,20.16976968,21.22479898,22.20228556,23.12164268,24.0003685,24.85404612,25.69634351,26.53901357,27.39189413,28.26290788,29.15806247,30.08145043,31.0352492,32.01972114,33.03321352,34.07215851,35.13107319,36.20255956,37.27730452,38.34407988,39.38974237,40.39923361,41.35558014,42.23989343,43.03136982,43.70729058,44.24302189,44.61201485,44.78580544,44.73401457,44.42434806,43.82259664,42.89263594,41.5964265,39.89401378,37.74352813,35.10118484,31.92128408,28.15621095,23.75643544,18.67051247,12.84508186,6.224868327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.738524584,3.909868671,6.528389442,10.30054101,12.71778512,14.5400611,16.17514308,17.65011075,18.99020935,20.21884968,21.35760812,22.42622661,23.44261266,24.42283934,25.38114528,26.32993469,27.27977733,28.23940854,29.21572921,30.21380581,31.23687036,32.28632047,33.36171928,34.46079553,35.57944351,36.71172307,37.84985963,38.98424418,40.10343328,41.19414903,42.24127913,43.22787682,44.13516092,44.9425158,45.62749141,46.16580326,46.53133243,46.69612555,46.63039484,46.30251806,45.67903856,44.72466523,43.40227254,41.67290053,39.4957548,36.8282065,33.62579238,29.84221472,25.42934139,20.33720581,14.51400697,7.906109431,0.458043316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.703573701,3.831265604,6.397144259,10.10824847,12.51760845,14.36119039,16.03371973,17.56036711,18.9645494,20.26792968,21.49041726,22.65016766,23.76358265,24.84531018,25.90824445,26.96352587,28.02054109,29.08692295,30.16855053,31.26954914,32.39229029,33.53739173,34.70371742,35.88837754,37.08672851,38.29237294,39.4971597,40.69118385,41.86278667,42.9985557,44.08332466,45.1001735,46.03042841,46.85366178,47.54769224,48.08858463,48.45065001,48.60644567,48.52677511,48.18068806,47.53548048,46.55669452,45.20811859,43.45178729,41.24798147,38.55522817,35.33030068,31.52821849,27.10224733,22.00389914,16.18293208,9.587350535,2.163405113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.668622817,3.752662538,6.265899075,9.91595594,12.31743179,14.18231968,15.89229637,17.47062347,18.93888945,20.31700968,21.62322639,22.87410871,24.08455263,25.26778102,26.43534362,27.59711706,28.76130485,29.93443736,31.12137186,32.32529247,33.54771022,34.78846299,36.04571556,37.31595955,38.59401351,39.87302282,41.14445977,42.39812351,43.62214007,44.80296237,45.92537018,46.97247018,47.9256959,48.76480777,49.46789308,50.011366,50.3699676,50.51676579,50.42315538,50.05885806,49.39192239,48.38872381,47.01396463,45.23067405,43.00020813,40.28224983,37.03480897,33.21422226,28.77515328,23.67059247,17.85185719,11.26859164,3.86876691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.633671934,3.674059471,6.134653892,9.723663406,12.11725512,14.00344897,15.75087302,17.38087982,18.9132295,20.36608968,21.75603553,23.09804976,24.40552261,25.69025185,26.96244278,28.23070824,29.5020686,30.78195177,32.07419318,33.38103581,34.70313015,36.03953426,37.38771369,38.74354156,40.10129851,41.4536727,42.79175984,44.10506317,45.38149347,46.60736903,47.7674157,48.84476685,49.82096339,50.67595375,51.38809391,51.93414737,52.28928518,52.42708591,52.31953565,51.93702806,51.24836431,50.2207531,48.81981067,47.0095608,44.7524348,42.0092715,38.73931727,34.90022603,30.44805922,25.33728581,19.5207823,12.94983274,5.574128708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.598721051,3.595456404,6.003408709,9.531370873,11.91707845,13.82457826,15.60944966,17.29113618,18.88756955,20.41516968,21.88884467,23.32199082,24.7264926,26.11272269,27.48954195,28.86429943,30.24283236,31.62946618,33.0270145,34.43677914,35.85855008,37.29060552,38.72971183,40.17112357,41.60858351,43.03432258,44.43905991,45.81200284,47.14084687,48.4117757,49.60946123,50.71706353,51.71623088,52.58709974,53.30829474,53.85692875,54.20860277,54.33740602,54.21591592,53.81519806,53.10480623,52.05278239,50.62565672,48.78844756,46.50466147,43.73629316,40.44382557,36.5862298,32.12096516,27.00397914,21.18970741,14.63107385,7.279490505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.563770167,3.516853338,5.872163525,9.33907834,11.71690179,13.64570755,15.4680263,17.20139254,18.8619096,20.46424968,22.02165381,23.54593187,25.04746258,26.53519353,28.01664112,29.49789061,30.98359612,32.47698059,33.97983583,35.49252247,37.01397001,38.54167679,40.07170997,41.59870558,43.11586851,44.61497245,46.08635998,47.5189425,48.90020026,50.21618237,51.45150675,52.58936021,53.61149837,54.49824572,55.22849558,55.77971012,56.12792035,56.24772614,56.1122962,55.69336806,54.96124815,53.88481168,52.43150276,50.56733432,48.25688813,45.46331482,42.14833387,38.27223357,33.79387111,28.67067247,22.85863252,16.31231495,8.984852302,0.827945964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.528819284,3.438250271,5.740918342,9.146785806,11.51672512,13.46683684,15.32660295,17.1116489,18.83624965,20.51332968,22.15446294,23.76987292,25.36843257,26.95766436,28.54374028,30.13148179,31.72435988,33.324495,34.93265715,36.54826581,38.16938994,39.79274805,41.4137081,43.0262876,44.62315351,46.19562233,47.73366005,49.22588217,50.65955366,52.02058903,53.29355228,54.46165689,55.50676586,56.4093917,57.14869641,57.70249149,58.04723793,58.15804626,58.00867647,57.57153806,56.81769006,55.71684097,54.23734881,52.34622108,50.0091148,47.19033649,43.85284216,39.95823735,35.46677705,30.33736581,24.52755763,17.99355605,10.6902141,2.571034295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.493868401,3.359647204,5.609673159,8.954493273,11.31654845,13.28796614,15.18517959,17.02190525,18.8105897,20.56240968,22.28727208,23.99381397,25.68940255,27.3801352,29.07083945,30.76507298,32.46512363,34.17200941,35.88547848,37.60400914,39.32480988,41.04381931,42.75570624,44.45386961,46.13043851,47.77627221,49.38096012,50.93282183,52.41890706,53.8249957,55.1355978,56.33395356,57.40203335,58.32053769,59.06889724,59.62527286,59.96655552,60.06836638,59.90505674,59.44970806,58.67413198,57.54887026,56.04319485,54.12510783,51.76134147,48.91735815,45.55735046,41.64424112,37.139683,32.00405914,26.19648274,19.67479716,12.3955759,4.314122625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.458917517,3.281044138,5.478427975,8.76220074,11.11637179,13.10909543,15.04375624,16.93216161,18.78492975,20.61148968,22.42008122,24.21775502,26.01037253,27.80260604,29.59793862,31.39866416,33.20588739,35.01952382,36.8382998,38.65975247,40.48022981,42.29489058,44.09770438,45.88145162,47.63772351,49.35692209,51.02826019,52.63976149,54.17826046,55.62940237,56.97764332,58.20625024,59.29730084,60.23168367,60.98909808,61.54805423,61.8858731,61.97868649,61.80143701,61.32787806,60.5305739,59.38089955,57.84904089,55.90399459,53.51356813,50.64437982,47.26185876,43.33024489,38.81258894,33.67075247,27.86540785,21.35603826,14.10093769,6.057210956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
