SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2 pwm (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),mismatch flow (-),zon flow (-),wind flow (-),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,24.64963297499999,0.752
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,24.767154994999984,0.943
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,24.972818529999984,1.131
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.002199034999975,1.321
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.23724307499998,1.511
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.384145599999982,1.701
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.44290660999998,1.896
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.472287114999986,2.093
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.531048124999984,2.298
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.64857014499998,2.509
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.56042862999999,2.708
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,25.56042862999999,2.894
0.0,0.0,0.0,0.29,4205.84,0.0,0.0,0.0,0.69,4070.6,24.0,2.11,-50.0,17.0,0.0,0.0,-4198.65,5.8,0.0,0.0,25.79547266999998,3.095
0.0,0.0,0.0,0.29,4205.84,0.0,0.0,0.0,0.69,4070.6,24.0,2.11,-50.0,17.0,0.0,0.0,-4198.65,5.8,0.0,0.0,25.85423367999998,3.292
0.0,0.0,0.0,0.29,4205.84,0.0,0.0,0.0,0.69,4070.6,24.0,2.11,-50.0,17.0,0.0,0.0,-4198.65,5.8,0.0,0.0,25.85423367999998,3.5
0.0,0.0,0.0,0.79,4209.86,0.0,0.0,0.0,1.65,4072.09,24.0,4.66,-50.0,17.0,0.0,0.0,-4190.29,15.8,0.0,0.0,25.942375194999997,3.692
0.0,0.0,0.0,0.79,4209.86,0.0,0.0,0.0,1.65,4072.09,24.0,4.66,-50.0,17.0,0.0,0.0,-4190.29,15.8,0.0,0.0,25.97175569999999,3.894
0.0,0.0,0.0,1.28,4208.48,0.0,0.0,0.0,2.6,4072.21,24.0,7.21,-50.0,17.0,0.0,0.0,-4178.05,25.6,0.0,0.0,26.118658224999976,4.096
0.0,0.0,0.0,1.28,4208.48,0.0,0.0,0.0,2.6,4072.21,24.0,7.21,-50.0,17.0,0.0,0.0,-4178.05,25.6,0.0,0.0,26.294941254999983,4.295
0.0,0.0,0.0,1.76,4204.92,0.0,0.0,0.0,3.57,4071.17,24.0,9.8,-50.0,16.0,0.0,0.0,-4166.35,35.2,0.0,0.0,26.32432175999999,4.493
