SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2 pwm (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),mismatch flow (-),zon flow (-),wind flow (-),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.75584259999998,0.776
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.66770108499999,0.964
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.5795595699999865,1.154
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.462037549999991,1.345
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.432657044999985,1.538
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.373896034999973,1.725
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.285754519999983,1.915
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.256374014999992,2.105
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.168232499999974,2.303
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.19761300499998,2.505
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.138851994999982,2.704
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,7.109471489999976,2.903
0.0,0.0,0.0,1.55,4190.2,0.0,0.0,0.0,0.78,4037.25,0.0,2.6,-50.0,17.0,0.0,0.0,-4134.66,31.0,0.0,0.0,7.050710479999992,3.104
0.0,0.0,0.0,1.55,4190.2,0.0,0.0,0.0,0.78,4037.25,0.0,2.6,-50.0,17.0,0.0,0.0,-4134.66,31.0,0.0,0.0,6.9919494699999944,3.304
0.0,0.0,0.0,4.18,4186.06,0.0,0.0,0.0,1.83,4037.82,0.0,5.76,-50.0,17.0,0.0,0.0,-4085.5,83.6,0.0,0.0,6.874427449999985,3.504
0.0,0.0,0.0,4.18,4186.06,0.0,0.0,0.0,1.83,4037.82,0.0,5.76,-50.0,17.0,0.0,0.0,-4085.5,83.6,0.0,0.0,6.874427449999985,3.703
0.0,0.0,0.0,4.18,4186.06,0.0,0.0,0.0,1.83,4037.82,0.0,5.76,-50.0,17.0,0.0,0.0,-4085.5,83.6,0.0,0.0,6.815666439999987,3.904
0.0,0.0,0.0,6.79,4191.81,0.0,0.0,0.0,2.89,4037.94,0.0,8.91,-50.0,16.0,0.0,0.0,-4032.44,135.8,0.0,0.0,6.756905429999975,4.104
0.0,0.0,0.0,6.79,4191.81,0.0,0.0,0.0,2.89,4037.94,0.0,8.91,-50.0,16.0,0.0,0.0,-4032.44,135.8,0.0,0.0,6.727524924999983,4.303
0.0,0.0,0.0,9.44,4186.52,0.0,0.0,0.0,3.94,4037.71,0.0,12.07,-50.0,17.0,0.0,0.0,-3978.09,188.79999999999998,0.0,0.0,6.6100029049999875,4.505
0.0,0.0,0.0,9.44,4186.52,0.0,0.0,0.0,3.94,4037.71,0.0,12.07,-50.0,17.0,0.0,0.0,-3978.09,188.79999999999998,0.0,0.0,6.6100029049999875,4.703
0.0,0.0,0.0,10.84,4184.33,0.0,0.0,0.0,4.35,4037.13,0.0,13.0,-50.0,16.0,0.0,0.0,-3968.25,216.8,0.0,0.0,6.55124189499999,4.911
0.0,0.0,0.0,10.84,4184.33,0.0,0.0,0.0,4.35,4037.13,0.0,13.0,-50.0,16.0,0.0,0.0,-3968.25,216.8,0.0,0.0,6.521861389999984,5.103
0.0,0.0,0.0,10.86,4186.86,0.0,0.0,0.0,4.35,4037.36,0.0,13.0,-50.0,17.0,0.0,0.0,-3967.45,217.2,0.0,0.0,6.492480884999978,5.304
0.0,0.0,0.0,10.86,4186.86,0.0,0.0,0.0,4.35,4037.36,0.0,13.0,-50.0,17.0,0.0,0.0,-3967.45,217.2,0.0,0.0,6.43371987499998,5.503
0.0,0.0,0.0,10.91,4185.48,0.0,0.0,0.0,4.35,4036.9,0.0,13.0,-50.0,16.0,0.0,0.0,-3969.44,218.2,0.0,0.0,6.34557835999999,5.711
0.0,0.0,0.0,10.91,4185.48,0.0,0.0,0.0,4.35,4036.9,0.0,13.0,-50.0,16.0,0.0,0.0,-3969.44,218.2,0.0,0.0,6.31619785499997,5.903
0.0,0.0,0.0,10.91,4185.48,0.0,0.0,0.0,4.35,4036.9,0.0,13.0,-50.0,16.0,0.0,0.0,-3969.44,218.2,0.0,0.0,6.286817349999978,6.103
0.0,0.0,0.0,10.9,4187.55,0.0,0.0,0.0,4.35,4036.67,0.0,13.0,-50.0,16.0,0.0,0.0,-3969.5,218.0,0.0,0.0,6.228056339999981,6.304
