SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2 pwm (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),mismatch flow (-),zon flow (-),wind flow (-),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,10.282566029999984,1.678
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,10.19442451499998,1.996
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,10.10628299999999,2.077
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,10.047521989999979,2.25
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,9.959380474999989,2.439
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,9.783097444999981,2.626
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,9.665575424999986,2.818
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,9.489292394999978,3.008
0.0,0.0,0.0,0.32,4207.22,0.0,0.0,0.0,0.7,4051.85,24.0,2.18,-50.0,16.0,0.0,0.0,-4200.35,6.4,0.0,0.0,9.313009364999985,3.201
0.0,0.0,0.0,0.32,4207.22,0.0,0.0,0.0,0.7,4051.85,24.0,2.18,-50.0,16.0,0.0,0.0,-4200.35,6.4,0.0,0.0,9.19548734499999,3.382
0.0,0.0,0.0,0.87,4209.75,0.0,0.0,0.0,1.76,4054.96,24.0,4.85,-50.0,17.0,0.0,0.0,-4187.66,17.4,0.0,0.0,9.019204314999982,3.582
0.0,0.0,0.0,0.87,4209.75,0.0,0.0,0.0,1.76,4054.96,24.0,4.85,-50.0,17.0,0.0,0.0,-4187.66,17.4,0.0,0.0,8.87230178999998,3.799
0.0,0.0,0.0,0.87,4209.75,0.0,0.0,0.0,1.76,4054.96,24.0,4.85,-50.0,17.0,0.0,0.0,-4187.66,17.4,0.0,0.0,8.754779769999985,3.982
0.0,0.0,0.0,1.47,4211.93,0.0,0.0,0.0,2.75,4056.45,24.0,7.55,-50.0,17.0,0.0,0.0,-4179.63,29.4,0.0,0.0,8.607877244999983,4.179
0.0,0.0,0.0,1.47,4211.93,0.0,0.0,0.0,2.75,4056.45,24.0,7.55,-50.0,17.0,0.0,0.0,-4179.63,29.4,0.0,0.0,8.490355224999973,4.381
0.0,0.0,0.0,2.04,4210.21,0.0,0.0,0.0,3.84,4056.45,24.0,10.24,-50.0,16.0,0.0,0.0,-4164.45,40.8,0.0,0.0,8.343452699999986,4.582
0.0,0.0,0.0,2.04,4210.21,0.0,0.0,0.0,3.84,4056.45,24.0,10.24,-50.0,16.0,0.0,0.0,-4164.45,40.8,0.0,0.0,8.284691689999974,4.781
0.0,0.0,0.0,2.04,4210.21,0.0,0.0,0.0,3.84,4056.45,24.0,10.24,-50.0,16.0,0.0,0.0,-4164.45,40.8,0.0,0.0,8.196550174999985,4.979
0.0,0.0,0.0,2.21,4208.6,0.0,0.0,0.0,4.05,4054.27,24.0,10.46,-50.0,16.0,0.0,0.0,-4163.3,44.2,0.0,0.0,8.049647649999983,5.183
0.0,0.0,0.0,2.21,4208.6,0.0,0.0,0.0,4.05,4054.27,24.0,10.46,-50.0,16.0,0.0,0.0,-4163.3,44.2,0.0,0.0,7.902745124999981,5.381
0.0,0.0,0.0,2.21,4209.4,0.0,0.0,0.0,4.05,4056.11,24.0,10.5,-50.0,17.0,0.0,0.0,-4167.47,44.2,0.0,0.0,7.814603609999978,5.593
0.0,0.0,0.0,2.21,4209.4,0.0,0.0,0.0,4.05,4056.11,24.0,10.5,-50.0,17.0,0.0,0.0,-4167.47,44.2,0.0,0.0,7.726462094999988,5.779
0.0,0.0,0.0,2.19,4211.13,0.0,0.0,0.0,4.07,4057.95,24.0,10.49,-50.0,17.0,0.0,0.0,-4167.01,43.8,0.0,0.0,7.608940074999978,5.98
0.0,0.0,0.0,2.19,4211.13,0.0,0.0,0.0,4.07,4057.95,24.0,10.49,-50.0,17.0,0.0,0.0,-4167.01,43.8,0.0,0.0,7.432657044999985,6.179
0.0,0.0,0.0,2.19,4211.13,0.0,0.0,0.0,4.07,4057.95,24.0,10.49,-50.0,17.0,0.0,0.0,-4167.01,43.8,0.0,0.0,7.315135024999989,6.386
0.0,0.0,0.0,2.21,4211.7,0.0,0.0,0.0,4.04,4057.83,24.0,10.5,-50.0,17.0,0.0,0.0,-4168.02,44.2,0.0,0.0,7.19761300499998,6.579
0.0,0.0,0.0,2.21,4211.7,0.0,0.0,0.0,4.04,4057.83,24.0,10.5,-50.0,17.0,0.0,0.0,-4168.02,44.2,0.0,0.0,7.050710479999992,6.779
0.0,0.0,0.0,2.21,4212.16,0.0,0.0,0.0,4.02,4058.18,24.0,10.52,-50.0,16.0,0.0,0.0,-4166.21,44.2,0.0,0.0,6.9331884599999825,6.979
0.0,0.0,0.0,2.21,4212.16,0.0,0.0,0.0,4.02,4058.18,24.0,10.52,-50.0,16.0,0.0,0.0,-4166.21,44.2,0.0,0.0,6.786285934999981,7.18
0.0,0.0,0.0,2.21,4212.16,0.0,0.0,0.0,4.02,4058.18,24.0,10.52,-50.0,16.0,0.0,0.0,-4166.21,44.2,0.0,0.0,6.727524924999983,7.379
0.0,0.0,0.0,2.19,4212.39,0.0,0.0,0.0,4.03,4058.18,24.0,10.51,-50.0,16.0,0.0,0.0,-4168.08,43.8,0.0,0.0,6.698144419999977,7.579
0.0,0.0,0.0,2.19,4212.39,0.0,0.0,0.0,4.03,4058.18,24.0,10.51,-50.0,16.0,0.0,0.0,-4168.08,43.8,0.0,0.0,6.6100029049999875,0.045
0.0,0.0,0.0,2.17,4209.86,0.0,0.0,0.0,4.04,4059.21,24.0,10.55,-50.0,17.0,0.0,0.0,-4165.23,43.4,0.0,0.0,6.5806223999999816,0.248
0.0,0.0,0.0,2.17,4209.86,0.0,0.0,0.0,4.04,4059.21,24.0,10.55,-50.0,17.0,0.0,0.0,-4165.23,43.4,0.0,0.0,6.521861389999984,0.446
0.0,0.0,0.0,2.13,4206.41,0.0,0.0,0.0,3.84,4050.7,0.0,10.66,0.0,16.0,0.0,0.0,-4161.66,42.599999999999994,0.0,0.0,6.463100379999986,0.646
0.0,0.0,0.0,2.13,4206.41,0.0,0.0,0.0,3.84,4050.7,0.0,10.66,0.0,16.0,0.0,0.0,-4161.66,42.599999999999994,0.0,0.0,6.521861389999984,0.846
0.0,0.0,0.0,2.13,4206.41,0.0,0.0,0.0,3.84,4050.7,0.0,10.66,0.0,16.0,0.0,0.0,-4161.66,42.599999999999994,0.0,0.0,6.43371987499998,1.045
0.0,0.0,0.0,2.11,4201.81,0.0,0.0,0.0,3.57,4048.29,0.0,10.8,0.0,15.0,0.0,0.0,-4160.62,42.199999999999996,0.0,0.0,6.492480884999978,1.247
0.0,0.0,0.0,2.11,4201.81,0.0,0.0,0.0,3.57,4048.29,0.0,10.8,0.0,15.0,0.0,0.0,-4160.62,42.199999999999996,0.0,0.0,6.6100029049999875,1.446
0.0,0.0,0.0,2.1,4202.27,0.0,0.0,0.0,3.28,4047.71,0.0,10.95,0.0,15.0,0.0,0.0,-4161.08,42.0,0.0,0.0,6.639383409999979,1.646
0.0,0.0,0.0,2.1,4202.27,0.0,0.0,0.0,3.28,4047.71,0.0,10.95,0.0,15.0,0.0,0.0,-4161.08,42.0,0.0,0.0,6.639383409999979,1.845
0.0,0.0,0.0,2.09,4202.96,0.0,0.0,0.0,2.98,4047.94,0.0,11.05,0.0,15.0,0.0,0.0,-4160.67,41.8,0.0,0.0,6.668763914999985,2.047
0.0,0.0,0.0,2.09,4202.96,0.0,0.0,0.0,2.98,4047.94,0.0,11.05,0.0,15.0,0.0,0.0,-4160.67,41.8,0.0,0.0,6.6100029049999875,2.246
0.0,0.0,0.0,2.09,4202.96,0.0,0.0,0.0,2.98,4047.94,0.0,11.05,0.0,15.0,0.0,0.0,-4160.67,41.8,0.0,0.0,6.55124189499999,2.446
0.0,0.0,0.0,2.11,4203.19,0.0,0.0,0.0,2.92,4048.86,0.0,11.05,0.0,14.0,0.0,0.0,-4160.99,42.199999999999996,0.0,0.0,6.521861389999984,2.646
0.0,0.0,0.0,2.11,4203.19,0.0,0.0,0.0,2.92,4048.86,0.0,11.05,0.0,14.0,0.0,0.0,-4160.99,42.199999999999996,0.0,0.0,6.492480884999978,2.845
0.0,0.0,0.0,2.14,4201.35,0.0,0.0,0.0,2.91,4048.17,0.0,11.04,0.0,14.0,0.0,0.0,-4157.32,42.800000000000004,0.0,0.0,6.404339369999988,3.046
0.0,0.0,0.0,2.14,4201.35,0.0,0.0,0.0,2.91,4048.17,0.0,11.04,0.0,14.0,0.0,0.0,-4157.32,42.800000000000004,0.0,0.0,6.374958864999982,3.246
0.0,0.0,0.0,2.14,4200.89,0.0,0.0,0.0,2.9,4048.4,0.0,11.06,0.0,14.0,0.0,0.0,-4159.36,42.800000000000004,0.0,0.0,6.374958864999982,3.446
0.0,0.0,0.0,2.14,4200.89,0.0,0.0,0.0,2.9,4048.4,0.0,11.06,0.0,14.0,0.0,0.0,-4159.36,42.800000000000004,0.0,0.0,6.404339369999988,3.646
0.0,0.0,0.0,2.14,4200.89,0.0,0.0,0.0,2.9,4048.4,0.0,11.06,0.0,14.0,0.0,0.0,-4159.36,42.800000000000004,0.0,0.0,6.404339369999988,3.845
0.0,0.0,0.0,2.15,4202.85,0.0,0.0,0.0,2.9,4048.17,0.0,11.06,0.0,14.0,0.0,0.0,-4159.01,43.0,0.0,0.0,6.404339369999988,4.046
0.0,0.0,0.0,2.15,4202.85,0.0,0.0,0.0,2.9,4048.17,0.0,11.06,0.0,14.0,0.0,0.0,-4159.01,43.0,0.0,0.0,6.374958864999982,4.245
0.0,0.0,0.0,2.16,4202.16,0.0,0.0,0.0,2.89,4047.83,0.0,11.05,0.0,14.0,0.0,0.0,-4158.13,43.2,0.0,0.0,6.34557835999999,4.454
0.0,0.0,0.0,2.16,4202.16,0.0,0.0,0.0,2.89,4047.83,0.0,11.05,0.0,14.0,0.0,0.0,-4158.13,43.2,0.0,0.0,6.34557835999999,4.646
