SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2 pwm (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),mismatch flow (-),zon flow (-),wind flow (-),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.786285934999981,0.783
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.6100029049999875,0.97
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.55124189499999,1.16
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.521861389999984,1.351
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.463100379999986,1.541
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.34557835999999,1.731
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.286817349999978,1.921
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.257436844999987,2.115
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.198675834999989,2.3
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.139914824999991,2.491
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.022392804999981,2.682
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.022392804999981,2.882
0.0,0.0,0.0,0.29,4196.52,0.0,0.0,0.0,1.65,4035.41,4.0,2.21,-50.0,17.0,0.0,0.0,-4186.78,5.8,0.0,0.0,5.9636317949999835,3.083
0.0,0.0,0.0,0.29,4196.52,0.0,0.0,0.0,1.65,4035.41,4.0,2.21,-50.0,17.0,0.0,0.0,-4186.78,5.8,0.0,0.0,5.87549027999998,3.281
0.0,0.0,0.0,0.29,4196.52,0.0,0.0,0.0,1.65,4035.41,4.0,2.21,-50.0,17.0,0.0,0.0,-4186.78,5.8,0.0,0.0,5.757968259999984,3.481
0.0,0.0,0.0,0.8,4197.21,0.0,0.0,0.0,3.89,4035.52,4.0,4.9,-50.0,17.0,0.0,0.0,-4176.84,16.0,0.0,0.0,5.669826744999995,3.683
0.0,0.0,0.0,0.8,4197.21,0.0,0.0,0.0,3.89,4035.52,4.0,4.9,-50.0,17.0,0.0,0.0,-4176.84,16.0,0.0,0.0,5.640446239999974,3.881
0.0,0.0,0.0,1.35,4197.56,0.0,0.0,0.0,6.14,4035.52,4.0,7.58,-50.0,16.0,0.0,0.0,-4166.1,27.0,0.0,0.0,5.611065734999983,4.084
0.0,0.0,0.0,1.35,4197.56,0.0,0.0,0.0,6.14,4035.52,4.0,7.58,-50.0,16.0,0.0,0.0,-4166.1,27.0,0.0,0.0,5.581685229999977,4.281
0.0,0.0,0.0,1.89,4195.37,0.0,0.0,0.0,8.39,4036.1,4.0,10.29,-50.0,17.0,0.0,0.0,-4153.57,37.8,0.0,0.0,5.552304724999985,4.482
0.0,0.0,0.0,1.89,4195.37,0.0,0.0,0.0,8.39,4036.1,4.0,10.29,-50.0,17.0,0.0,0.0,-4153.57,37.8,0.0,0.0,5.493543714999987,4.681
0.0,0.0,0.0,2.21,4196.41,0.0,0.0,0.0,9.25,4035.41,4.0,11.07,-50.0,17.0,0.0,0.0,-4153.41,44.2,0.0,0.0,5.376021694999977,4.882
0.0,0.0,0.0,2.21,4196.41,0.0,0.0,0.0,9.25,4035.41,4.0,11.07,-50.0,17.0,0.0,0.0,-4153.41,44.2,0.0,0.0,5.3172606849999795,5.081
0.0,0.0,0.0,2.23,4198.48,0.0,0.0,0.0,9.26,4035.98,4.0,11.09,-50.0,16.0,0.0,0.0,-4153.79,44.6,0.0,0.0,5.287880179999988,5.283
0.0,0.0,0.0,2.23,4198.48,0.0,0.0,0.0,9.26,4035.98,4.0,11.09,-50.0,16.0,0.0,0.0,-4153.79,44.6,0.0,0.0,5.22911916999999,5.482
0.0,0.0,0.0,2.23,4198.48,0.0,0.0,0.0,9.26,4035.98,4.0,11.09,-50.0,16.0,0.0,0.0,-4153.79,44.6,0.0,0.0,5.140977654999986,5.681
0.0,0.0,0.0,2.2,4194.8,0.0,0.0,0.0,9.26,4035.87,4.0,11.09,-50.0,17.0,0.0,0.0,-4149.33,44.0,0.0,0.0,5.082216644999988,5.882
0.0,0.0,0.0,2.2,4194.8,0.0,0.0,0.0,9.26,4035.87,4.0,11.09,-50.0,17.0,0.0,0.0,-4149.33,44.0,0.0,0.0,5.023455634999991,6.081
0.0,0.0,0.0,2.18,4195.14,0.0,0.0,0.0,9.26,4035.64,4.0,11.06,-50.0,16.0,0.0,0.0,-4152.58,43.6,0.0,0.0,4.935314119999987,6.291
0.0,0.0,0.0,2.18,4195.14,0.0,0.0,0.0,9.26,4035.64,4.0,11.06,-50.0,16.0,0.0,0.0,-4152.58,43.6,0.0,0.0,4.905933614999981,6.481
0.0,0.0,0.0,2.17,4197.33,0.0,0.0,0.0,9.25,4036.33,4.0,11.09,-50.0,16.0,0.0,0.0,-4154.79,43.4,0.0,0.0,4.905933614999981,6.682
0.0,0.0,0.0,2.17,4197.33,0.0,0.0,0.0,9.25,4036.33,4.0,11.09,-50.0,16.0,0.0,0.0,-4154.79,43.4,0.0,0.0,5.023455634999991,6.881
0.0,0.0,0.0,2.16,4198.02,0.0,0.0,0.0,9.25,4036.67,4.0,11.1,-50.0,18.0,0.0,0.0,-4154.16,43.2,0.0,0.0,4.99407512999997,7.089
0.0,0.0,0.0,2.16,4198.02,0.0,0.0,0.0,9.25,4036.67,4.0,11.1,-50.0,18.0,0.0,0.0,-4154.16,43.2,0.0,0.0,4.99407512999997,7.281
0.0,0.0,0.0,2.16,4196.75,0.0,0.0,0.0,9.26,4036.1,4.0,11.08,-50.0,16.0,0.0,0.0,-4153.12,43.2,0.0,0.0,4.99407512999997,7.484
0.0,0.0,0.0,2.16,4196.75,0.0,0.0,0.0,9.26,4036.1,4.0,11.08,-50.0,16.0,0.0,0.0,-4153.12,43.2,0.0,0.0,5.140977654999986,7.681
0.0,0.0,0.0,2.16,4196.75,0.0,0.0,0.0,9.26,4036.1,4.0,11.08,-50.0,16.0,0.0,0.0,-4153.12,43.2,0.0,0.0,5.22911916999999,7.888
0.0,0.0,0.0,2.19,4196.06,0.0,0.0,0.0,9.25,4036.21,4.0,11.11,-50.0,16.0,0.0,0.0,-4150.65,43.8,0.0,0.0,5.22911916999999,8.083
0.0,0.0,0.0,2.19,4196.06,0.0,0.0,0.0,9.25,4036.21,4.0,11.11,-50.0,16.0,0.0,0.0,-4150.65,43.8,0.0,0.0,5.258499674999982,8.282
0.0,0.0,0.0,2.16,4196.06,0.0,0.0,0.0,9.25,4036.56,4.0,11.13,-50.0,18.0,0.0,0.0,-4154.76,43.2,0.0,0.0,5.3466411899999855,8.482
0.0,0.0,0.0,2.16,4196.06,0.0,0.0,0.0,9.25,4036.56,4.0,11.13,-50.0,18.0,0.0,0.0,-4154.76,43.2,0.0,0.0,5.434782704999975,8.685
