SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2 pwm (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),mismatch flow (-),zon flow (-),wind flow (-),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.940249534999992,0.748
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.940249534999992,0.937
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.940249534999992,1.127
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.85210801999999,1.318
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.705205494999987,1.508
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.734585999999993,1.697
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.67582498999998,1.893
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.64644448499999,2.087
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.705205494999987,2.288
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.58768347499999,2.488
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.411400444999984,2.695
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,27.47016145499998,2.887
0.0,0.0,0.0,0.31,4208.14,0.0,0.0,0.0,0.72,4051.16,24.0,2.16,-50.0,16.0,0.0,0.0,-4200.44,6.2,0.0,0.0,27.528922464999994,3.088
0.0,0.0,0.0,0.31,4208.14,0.0,0.0,0.0,0.72,4051.16,24.0,2.16,-50.0,16.0,0.0,0.0,-4200.44,6.2,0.0,0.0,27.58768347499999,3.29
0.0,0.0,0.0,0.31,4208.14,0.0,0.0,0.0,0.72,4051.16,24.0,2.16,-50.0,16.0,0.0,0.0,-4200.44,6.2,0.0,0.0,27.352639434999986,3.49
0.0,0.0,0.0,0.86,4210.55,0.0,0.0,0.0,1.75,4053.46,24.0,4.86,-50.0,17.0,0.0,0.0,-4189.55,17.2,0.0,0.0,27.411400444999984,3.688
0.0,0.0,0.0,0.86,4210.55,0.0,0.0,0.0,1.75,4053.46,24.0,4.86,-50.0,17.0,0.0,0.0,-4189.55,17.2,0.0,0.0,27.29387842499999,3.889
