SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2 pwm (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),mismatch flow (-),zon flow (-),wind flow (-),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.081153814999979,0.774
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.169295329999983,0.964
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.257436844999987,1.153
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.31619785499997,1.343
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.374958864999982,1.533
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.43371987499998,1.723
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.492480884999978,1.916
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.492480884999978,2.102
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.492480884999978,2.293
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.463100379999986,2.483
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.492480884999978,2.684
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,6.521861389999984,2.881
0.0,0.0,0.0,0.39,4192.73,0.0,0.0,0.0,0.91,4037.71,0.0,2.48,-50.0,17.0,0.0,0.0,-4179.44,7.800000000000001,0.0,0.0,6.55124189499999,3.082
0.0,0.0,0.0,0.39,4192.73,0.0,0.0,0.0,0.91,4037.71,0.0,2.48,-50.0,17.0,0.0,0.0,-4179.44,7.800000000000001,0.0,0.0,6.5806223999999816,3.281
0.0,0.0,0.0,0.39,4192.73,0.0,0.0,0.0,0.91,4037.71,0.0,2.48,-50.0,17.0,0.0,0.0,-4179.44,7.800000000000001,0.0,0.0,6.639383409999979,3.485
0.0,0.0,0.0,1.04,4193.53,0.0,0.0,0.0,2.14,4038.63,0.0,5.54,-50.0,17.0,0.0,0.0,-4167.16,20.8,0.0,0.0,6.639383409999979,3.682
0.0,0.0,0.0,1.04,4193.53,0.0,0.0,0.0,2.14,4038.63,0.0,5.54,-50.0,17.0,0.0,0.0,-4167.16,20.8,0.0,0.0,6.698144419999977,3.882
0.0,0.0,0.0,1.71,4193.42,0.0,0.0,0.0,3.38,4039.78,0.0,8.58,-50.0,16.0,0.0,0.0,-4152.69,34.2,0.0,0.0,6.727524924999983,4.083
0.0,0.0,0.0,1.71,4193.42,0.0,0.0,0.0,3.38,4039.78,0.0,8.58,-50.0,16.0,0.0,0.0,-4152.69,34.2,0.0,0.0,6.756905429999975,4.282
0.0,0.0,0.0,2.33,4191.12,0.0,0.0,0.0,4.62,4038.28,0.0,11.64,-50.0,17.0,0.0,0.0,-4141.1,46.6,0.0,0.0,6.815666439999987,4.482
