SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2 pwm (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),mismatch flow (-),zon flow (-),wind flow (-),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.11159714999998,0.793
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.140977654999986,0.983
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.170358159999978,1.173
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.082216644999988,1.363
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.140977654999986,1.556
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.11159714999998,1.744
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.082216644999988,1.933
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.11159714999998,2.122
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,0.6,28.0,5.11159714999998,2.316
0.0,0.0,0.0,0.35,4197.33,0.0,0.0,0.0,1.02,4036.44,0.0,2.39,-50.0,17.0,0.0,0.0,-4187.05,7.0,0.0,0.0,5.140977654999986,2.503
0.0,0.0,0.0,0.35,4197.33,0.0,0.0,0.0,1.02,4036.44,0.0,2.39,-50.0,17.0,0.0,0.0,-4187.05,7.0,0.0,0.0,5.170358159999978,2.695
0.0,0.0,0.0,0.89,4197.56,0.0,0.0,0.0,2.42,4036.1,0.0,5.3,-50.0,17.0,0.0,0.0,-4175.73,17.8,0.0,0.0,5.170358159999978,2.896
0.0,0.0,0.0,0.89,4197.56,0.0,0.0,0.0,2.42,4036.1,0.0,5.3,-50.0,17.0,0.0,0.0,-4175.73,17.8,0.0,0.0,5.199738664999984,3.097
0.0,0.0,0.0,1.44,4200.55,0.0,0.0,0.0,3.81,4036.67,0.0,8.24,-50.0,16.0,0.0,0.0,-4167.29,28.799999999999997,0.0,0.0,5.199738664999984,3.296
0.0,0.0,0.0,1.44,4200.55,0.0,0.0,0.0,3.81,4036.67,0.0,8.24,-50.0,16.0,0.0,0.0,-4167.29,28.799999999999997,0.0,0.0,5.199738664999984,3.494
0.0,0.0,0.0,1.99,4198.59,0.0,0.0,0.0,5.2,4037.25,0.0,11.16,-50.0,17.0,0.0,0.0,-4153.62,39.8,0.0,0.0,5.170358159999978,3.694
0.0,0.0,0.0,1.99,4198.59,0.0,0.0,0.0,5.2,4037.25,0.0,11.16,-50.0,17.0,0.0,0.0,-4153.62,39.8,0.0,0.0,5.140977654999986,3.9
0.0,0.0,0.0,1.99,4198.59,0.0,0.0,0.0,5.2,4037.25,0.0,11.16,-50.0,17.0,0.0,0.0,-4153.62,39.8,0.0,0.0,4.99407512999997,4.093
0.0,0.0,0.0,2.27,4198.25,0.0,0.0,0.0,5.74,4036.56,0.0,12.01,-50.0,17.0,0.0,0.0,-4152.04,45.4,0.0,0.0,5.023455634999991,4.294
0.0,0.0,0.0,2.27,4198.25,0.0,0.0,0.0,5.74,4036.56,0.0,12.01,-50.0,17.0,0.0,0.0,-4152.04,45.4,0.0,0.0,5.023455634999991,4.495
0.0,0.0,0.0,2.26,4197.67,0.0,0.0,0.0,5.74,4036.1,0.0,12.01,-50.0,16.0,0.0,0.0,-4153.54,45.199999999999996,0.0,0.0,5.052836139999982,4.696
0.0,0.0,0.0,2.26,4197.67,0.0,0.0,0.0,5.74,4036.1,0.0,12.01,-50.0,16.0,0.0,0.0,-4153.54,45.199999999999996,0.0,0.0,5.052836139999982,4.896
0.0,0.0,0.0,2.26,4196.64,0.0,0.0,0.0,5.74,4036.1,0.0,11.99,-50.0,18.0,0.0,0.0,-4151.03,45.199999999999996,0.0,0.0,4.964694624999979,5.097
0.0,0.0,0.0,2.26,4196.64,0.0,0.0,0.0,5.74,4036.1,0.0,11.99,-50.0,18.0,0.0,0.0,-4151.03,45.199999999999996,0.0,0.0,4.964694624999979,5.293
0.0,0.0,0.0,2.22,4199.05,0.0,0.0,0.0,5.75,4035.87,0.0,11.96,-50.0,16.0,0.0,0.0,-4155.46,44.400000000000006,0.0,0.0,4.905933614999981,5.494
0.0,0.0,0.0,2.22,4199.05,0.0,0.0,0.0,5.75,4035.87,0.0,11.96,-50.0,16.0,0.0,0.0,-4155.46,44.400000000000006,0.0,0.0,4.876553109999989,5.693
0.0,0.0,0.0,2.21,4196.98,0.0,0.0,0.0,5.75,4036.1,0.0,11.97,-50.0,16.0,0.0,0.0,-4151.83,44.2,0.0,0.0,4.935314119999987,5.894
0.0,0.0,0.0,2.21,4196.98,0.0,0.0,0.0,5.75,4036.1,0.0,11.97,-50.0,16.0,0.0,0.0,-4151.83,44.2,0.0,0.0,4.876553109999989,6.093
0.0,0.0,0.0,2.21,4196.98,0.0,0.0,0.0,5.75,4036.1,0.0,11.97,-50.0,16.0,0.0,0.0,-4151.83,44.2,0.0,0.0,4.817792099999991,6.294
0.0,0.0,0.0,2.22,4196.75,0.0,0.0,0.0,5.75,4036.21,0.0,11.99,-50.0,18.0,0.0,0.0,-4155.48,44.400000000000006,0.0,0.0,4.788411594999985,6.494
0.0,0.0,0.0,2.22,4196.75,0.0,0.0,0.0,5.75,4036.21,0.0,11.99,-50.0,18.0,0.0,0.0,-4155.48,44.400000000000006,0.0,0.0,4.817792099999991,6.694
0.0,0.0,0.0,2.19,4202.73,0.0,0.0,0.0,5.76,4036.67,0.0,12.02,-50.0,16.0,0.0,0.0,-4156.67,43.8,0.0,0.0,4.788411594999985,6.894
