SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2Ref byte (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),Total current multiplier (mA),zon power (W),wind power (W),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.740584244999994,0.814
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.62306222499999,1.022
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.56430121499999,1.232
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.50554020499998,1.441
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.358637679999994,1.646
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.38801818499999,1.841
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.41739868999999,2.041
0.0,0.0,0.0,0.32,8.05,0.0,0.02,0.0,0.53,2.73,0.0,2.28,0.0,11.0,0.0,0.0,-8.05,0.0,0.0,18.354,49.62306222499999,2.242
0.0,0.0,0.0,0.32,8.05,0.0,0.02,0.0,0.53,2.73,0.0,2.28,0.0,11.0,0.0,0.0,-8.05,0.0,0.0,18.354,49.47615969999998,2.446
0.0,0.0,0.0,0.86,5.46,0.0,0.04,0.0,1.26,3.02,0.0,5.1,0.0,11.0,0.0,0.0,-5.46,0.0,0.0,27.845999999999997,49.38801818499999,2.642
0.0,0.0,0.0,0.86,5.46,0.0,0.04,0.0,1.26,3.02,0.0,5.1,0.0,11.0,0.0,0.0,-5.46,0.0,0.0,27.845999999999997,49.534920709999994,2.84
0.0,0.0,0.0,0.86,5.46,0.0,0.04,0.0,1.26,3.02,0.0,5.1,0.0,11.0,0.0,0.0,-5.46,0.0,0.0,27.845999999999997,49.59368171999999,3.046
0.0,0.0,0.0,1.4,6.9,0.0,0.06,0.0,1.98,0.86,0.0,7.93,0.0,11.0,0.0,0.0,-6.9,0.0,0.0,54.717,49.71120373999999,3.254
0.0,0.0,0.0,1.4,6.9,0.0,0.06,0.0,1.98,0.86,0.0,7.93,0.0,11.0,0.0,0.0,-6.9,0.0,0.0,54.717,49.534920709999994,3.442
0.0,0.0,0.0,1.94,-0.43,0.0,0.08,0.0,2.71,-6.61,0.0,10.76,0.0,11.0,0.0,0.0,0.43000000000000005,0.0,0.0,-4.6268,49.56430121499999,3.642
0.0,0.0,0.0,1.94,-0.43,0.0,0.08,0.0,2.71,-6.61,0.0,10.76,0.0,11.0,0.0,0.0,0.43000000000000005,0.0,0.0,-4.6268,49.56430121499999,3.841
0.0,0.0,0.0,2.07,9.49,0.0,0.09,0.0,2.83,2.16,0.0,10.99,-1.0,13.0,0.0,0.0,-9.49,0.0,0.0,104.2951,49.56430121499999,4.044
0.0,0.0,0.0,2.07,9.49,0.0,0.09,0.0,2.83,2.16,0.0,10.99,-1.0,13.0,0.0,0.0,-9.49,0.0,0.0,104.2951,49.740584244999994,4.244
0.0,0.0,0.0,2.05,8.48,0.0,0.09,0.0,2.83,-0.72,0.0,11.0,0.0,12.0,0.0,0.0,-8.48,0.0,0.0,93.28,49.534920709999994,4.442
0.0,0.0,0.0,2.05,8.48,0.0,0.09,0.0,2.83,-0.72,0.0,11.0,0.0,12.0,0.0,0.0,-8.48,0.0,0.0,93.28,49.50554020499998,4.641
0.0,0.0,0.0,2.04,3.88,0.0,0.09,0.0,2.83,2.3,0.0,11.0,0.0,11.0,0.0,0.0,-3.88,0.0,0.0,42.68,49.56430121499999,4.843
0.0,0.0,0.0,2.04,3.88,0.0,0.09,0.0,2.83,2.3,0.0,11.0,0.0,11.0,0.0,0.0,-3.88,0.0,0.0,42.68,49.62306222499999,5.041
0.0,0.0,0.0,2.04,3.88,0.0,0.09,0.0,2.83,2.3,0.0,11.0,0.0,11.0,0.0,0.0,-3.88,0.0,0.0,42.68,49.68182323499999,5.24
0.0,0.0,100.0,2.01,4.17,0.0,0.09,0.0,2.83,0.0,0.0,11.0,0.0,13.0,0.0,0.0,-4.17,0.0,0.0,45.87,49.740584244999994,0.077
0.0,0.0,100.0,2.01,4.17,0.0,0.09,0.0,2.83,0.0,0.0,11.0,0.0,13.0,0.0,0.0,-4.17,0.0,0.0,45.87,49.76996474999999,0.275
0.0,0.0,100.0,2.01,25.59,0.0,0.09,0.0,2.84,4.89,0.0,10.99,0.0,11.0,0.0,0.0,-25.59,0.0,0.0,281.2341,49.88748676999999,0.476
0.0,0.0,100.0,2.01,25.59,0.0,0.09,0.0,2.84,4.89,0.0,10.99,0.0,11.0,0.0,0.0,-25.59,0.0,0.0,281.2341,49.946247779999986,0.676
0.0,0.0,100.0,2.01,409.54,0.0,0.09,0.0,2.91,4.31,0.0,10.99,1.0,11.0,0.0,0.0,-409.54,0.0,0.0,4500.8446,50.00500878999999,0.877
0.0,0.0,100.0,2.01,409.54,0.0,0.09,0.0,2.91,4.31,0.0,10.99,1.0,11.0,0.0,0.0,-409.54,0.0,0.0,4500.8446,50.09315030499999,1.076
0.0,0.0,100.0,2.03,410.84,0.0,0.09,100.0,2.99,-0.43,0.0,10.93,20.0,12.0,0.0,0.0,-410.8399999999999,0.0,0.0,4490.481199999999,50.18129182,1.277
0.0,0.0,100.0,2.03,410.84,0.0,0.09,100.0,2.99,-0.43,0.0,10.93,20.0,12.0,0.0,0.0,-410.8399999999999,0.0,0.0,4490.481199999999,50.621999394999996,1.476
0.0,0.0,100.0,2.03,410.84,0.0,0.09,100.0,2.99,-0.43,0.0,10.93,20.0,12.0,0.0,0.0,-410.8399999999999,0.0,0.0,4490.481199999999,50.79828242499999,1.676
0.0,0.0,100.0,2.07,413.86,0.0,0.09,100.0,3.06,-3.02,0.0,10.76,20.0,13.0,0.0,0.0,-413.86,0.0,0.0,4453.1336,50.91580444499999,1.877
0.0,0.0,100.0,2.07,413.86,0.0,0.09,100.0,3.06,-3.02,0.0,10.76,20.0,13.0,0.0,0.0,-413.86,0.0,0.0,4453.1336,51.062706969999994,2.076
0.0,0.0,100.0,2.16,411.84,0.0,0.09,100.0,3.11,-2.01,0.0,10.64,20.0,12.0,0.0,0.0,-411.84,0.0,0.0,4381.9776,51.268370504999986,2.277
0.0,0.0,100.0,2.16,411.84,0.0,0.09,100.0,3.11,-2.01,0.0,10.64,20.0,12.0,0.0,0.0,-411.84,0.0,0.0,4381.9776,51.23898999999999,2.476
0.0,0.0,100.0,2.19,410.26,0.0,0.09,100.0,3.11,1.58,0.0,10.53,20.0,13.0,0.0,0.0,-410.26000000000005,0.0,0.0,4320.0378,51.29775100999999,2.677
0.0,0.0,100.0,2.19,410.26,0.0,0.09,100.0,3.11,1.58,0.0,10.53,20.0,13.0,0.0,0.0,-410.26000000000005,0.0,0.0,4320.0378,51.18022898999999,2.88
0.0,0.0,100.0,2.19,410.26,0.0,0.09,100.0,3.11,1.58,0.0,10.53,20.0,13.0,0.0,0.0,-410.26000000000005,0.0,0.0,4320.0378,51.35651201999999,3.076
0.0,0.0,100.0,2.22,413.42,0.0,0.09,100.0,3.1,0.86,0.0,10.53,20.0,12.0,0.0,0.0,-413.42,0.0,0.0,4353.3126,51.562175554999996,3.277
0.0,0.0,100.0,2.22,413.42,0.0,0.09,100.0,3.1,0.86,0.0,10.53,20.0,12.0,0.0,0.0,-413.42,0.0,0.0,4353.3126,51.444653534999986,3.477
0.0,0.0,100.0,2.24,414.14,0.0,0.09,100.0,3.1,1.58,0.0,10.6,20.0,13.0,0.0,0.0,-414.14000000000004,0.0,0.0,4389.884,51.444653534999986,3.678
0.0,0.0,100.0,2.24,414.14,0.0,0.09,100.0,3.1,1.58,0.0,10.6,20.0,13.0,0.0,0.0,-414.14000000000004,0.0,0.0,4389.884,51.444653534999986,3.876
0.0,0.0,100.0,2.26,413.57,0.0,0.09,100.0,3.1,0.57,0.0,10.6,20.0,12.0,0.0,0.0,-413.57,0.0,0.0,4383.842,51.650317069999986,4.077
0.0,0.0,100.0,2.26,413.57,0.0,0.09,100.0,3.1,0.57,0.0,10.6,20.0,12.0,0.0,0.0,-413.57,0.0,0.0,4383.842,51.59155605999999,4.276
0.0,0.0,100.0,2.24,409.98,0.0,0.09,100.0,3.1,-3.45,0.0,10.54,20.0,12.0,0.0,0.0,-409.98,0.0,0.0,4321.1892,51.679697574999985,4.478
0.0,100.0,100.0,2.24,409.98,0.0,0.09,100.0,3.1,-3.45,0.0,10.54,20.0,12.0,0.0,0.0,-409.98,0.0,0.0,4321.1892,51.70907807999998,4.676
0.0,100.0,100.0,2.24,409.98,0.0,0.09,100.0,3.1,-3.45,0.0,10.54,20.0,12.0,0.0,0.0,-409.98,0.0,0.0,4321.1892,51.59155605999999,4.876
0.0,100.0,100.0,2.25,419.03,0.0,0.09,100.0,3.1,-5.18,0.0,10.45,20.0,13.0,95.0,0.0,-418.0307995066986,0.0,0.23203655899999998,4378.8634999999995,51.82660009999999,5.077
0.0,100.0,100.0,2.25,419.03,0.0,0.09,100.0,3.1,-5.18,0.0,10.45,20.0,13.0,95.0,0.0,-418.0307995066986,0.0,0.23203655899999998,4378.8634999999995,52.12040514999999,5.275
0.0,100.0,100.0,2.25,415.73,0.59,0.09,100.0,3.09,-1.44,0.0,10.56,20.0,12.0,95.0,0.0,-414.4224781761363,0.0,0.306831788,4390.1088,52.179166159999994,5.482
0.0,100.0,100.0,2.25,415.73,0.59,0.09,100.0,3.09,-1.44,0.0,10.56,20.0,12.0,95.0,0.0,-414.4224781761363,0.0,0.306831788,4390.1088,52.14978565499998,5.676
0.0,100.0,100.0,2.22,414.58,1.29,0.09,100.0,3.07,2.73,0.0,10.69,20.0,13.0,95.0,0.0,-261.7291366931712,0.0,36.31057175,4431.8602,52.14978565499998,5.876
0.0,100.0,100.0,2.22,414.58,1.29,0.09,100.0,3.07,2.73,0.0,10.69,20.0,13.0,95.0,0.0,-261.7291366931712,0.0,36.31057175,4431.8602,52.09102464499999,6.076
0.0,100.0,100.0,2.22,414.58,1.29,0.09,100.0,3.07,2.73,0.0,10.69,20.0,13.0,95.0,0.0,-261.7291366931712,0.0,36.31057175,4431.8602,52.03226363499999,6.281
0.0,100.0,100.0,2.24,414.0,2.05,0.09,100.0,3.05,-1.29,0.0,10.86,13.0,13.0,95.0,0.0,-17.577793632596713,0.0,95.66989247,4496.04,51.85598060499999,6.477
0.0,100.0,100.0,2.24,414.0,2.05,0.09,100.0,3.05,-1.29,0.0,10.86,13.0,13.0,95.0,0.0,-17.577793632596713,0.0,95.66989247,4496.04,51.944122119999996,6.676
0.0,100.0,100.0,2.24,419.75,2.83,0.09,0.0,3.04,-0.72,0.0,10.99,0.0,12.0,95.0,0.0,173.21202443130124,0.0,144.8145033,4613.0525,51.82660009999999,6.877
0.0,100.0,100.0,2.24,419.75,2.83,0.09,0.0,3.04,-0.72,0.0,10.99,0.0,12.0,95.0,0.0,173.21202443130124,0.0,144.8145033,4613.0525,51.767839089999995,7.08
0.0,100.0,100.0,2.25,415.87,3.05,0.09,0.0,3.08,36.22,4.0,10.99,-9.0,12.0,95.0,0.0,210.88444112829853,0.0,153.0673624,4570.4113,51.797219594999994,7.277
0.0,100.0,100.0,2.25,415.87,3.05,0.09,0.0,3.08,36.22,4.0,10.99,-9.0,12.0,95.0,0.0,210.88444112829853,0.0,153.0673624,4570.4113,51.679697574999985,7.475
0.0,100.0,100.0,2.21,393.59,3.22,0.09,0.0,3.28,137.57,5.0,10.99,-11.0,12.0,95.0,0.0,258.7268504094633,0.0,159.3102708,4325.554099999999,51.62093656499999,7.677
0.0,100.0,100.0,2.21,393.59,3.22,0.09,0.0,3.28,137.57,5.0,10.99,-11.0,12.0,95.0,0.0,258.7268504094633,0.0,159.3102708,4325.554099999999,51.650317069999986,7.881
