SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2Ref byte (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),Total current multiplier (mA),zon power (W),wind power (W),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.10059011499999,0.756
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.18873162999999,0.945
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.159351124999986,1.135
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.218112134999984,1.327
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.24749263999999,1.516
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.33563415499998,1.705
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.33563415499998,1.895
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.48253667999998,2.085
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.30625364999999,2.28
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.36501466,2.465
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,43.33563415499998,2.668
0.0,0.0,0.0,0.32,3.88,0.41,0.01,0.0,0.54,3.02,0.0,2.31,0.0,13.0,0.0,0.0,140.24289705627703,0.0,16.64619461,8.9628,43.33563415499998,2.869
0.0,0.0,0.0,0.32,3.88,0.41,0.01,0.0,0.54,3.02,0.0,2.31,0.0,13.0,0.0,0.0,140.24289705627703,0.0,16.64619461,8.9628,43.218112134999984,3.071
0.0,0.0,0.0,0.85,1.15,0.92,0.03,0.0,1.3,25.01,3.0,5.15,-8.0,12.0,0.0,0.0,75.88684532038833,0.0,19.83698767,5.9225,43.159351124999986,3.267
0.0,0.0,0.0,0.85,1.15,0.92,0.03,0.0,1.3,25.01,3.0,5.15,-8.0,12.0,0.0,0.0,75.88684532038833,0.0,19.83698767,5.9225,43.18873162999999,3.466
0.0,0.0,0.0,1.38,4.74,1.3,0.05,0.0,2.14,60.38,1.0,8.0,-4.0,13.0,0.0,0.0,27.386507974999994,0.0,12.85060319,37.92,42.89492657999999,3.667
0.0,0.0,0.0,1.38,4.74,1.3,0.05,0.0,2.14,60.38,1.0,8.0,-4.0,13.0,0.0,0.0,27.386507974999994,0.0,12.85060319,37.92,42.512980015,3.871
0.0,0.0,0.0,1.91,2.3,1.52,0.07,0.0,2.92,13.94,0.0,10.84,-2.0,12.0,0.0,0.0,12.435927642066423,0.0,7.986872782000001,24.932,42.512980015,4.068
0.0,0.0,0.0,1.91,2.3,1.52,0.07,0.0,2.92,13.94,0.0,10.84,-2.0,12.0,0.0,0.0,12.435927642066423,0.0,7.986872782000001,24.932,42.36607748999998,4.266
0.0,0.0,0.0,1.91,2.3,1.52,0.07,0.0,2.92,13.94,0.0,10.84,-2.0,12.0,0.0,0.0,12.435927642066423,0.0,7.986872782000001,24.932,41.86660890499999,4.467
0.0,0.0,0.0,2.07,3.31,1.1,0.08,0.0,3.05,3.02,0.0,11.08,-1.0,12.0,0.0,0.0,27.33062561371841,0.0,16.97490659,36.6748,41.83722839999999,4.673
0.0,0.0,0.0,2.07,3.31,1.1,0.08,0.0,3.05,3.02,0.0,11.08,-1.0,12.0,0.0,0.0,27.33062561371841,0.0,16.97490659,36.6748,41.77846738999999,4.867
0.0,0.0,0.0,2.1,4.03,0.6,0.08,0.0,3.02,6.04,0.0,11.07,-2.0,12.0,0.0,0.0,32.90368475158085,0.0,20.44279451,44.612100000000005,41.484662339999986,5.068
0.0,0.0,0.0,2.1,4.03,0.6,0.08,0.0,3.02,6.04,0.0,11.07,-2.0,12.0,0.0,0.0,32.90368475158085,0.0,20.44279451,44.612100000000005,41.455281834999994,5.265
0.0,0.0,0.0,2.09,3.45,0.24,0.08,0.0,2.92,1.29,0.0,11.06,-2.0,12.0,0.0,0.0,8.31088584267631,0.0,6.503769871,38.157000000000004,41.396520824999996,5.537
0.0,0.0,0.0,2.09,3.45,0.24,0.08,0.0,2.92,1.29,0.0,11.06,-2.0,12.0,0.0,0.0,8.31088584267631,0.0,6.503769871,38.157000000000004,41.36714031999999,5.666
0.0,0.0,0.0,2.11,1.87,0.04,0.08,0.0,2.89,5.03,0.0,11.04,-1.0,13.0,0.0,0.0,-1.87,0.0,0.0,20.6448,41.30837930999998,5.866
0.0,0.0,0.0,2.11,1.87,0.04,0.08,0.0,2.89,5.03,0.0,11.04,-1.0,13.0,0.0,0.0,-1.87,0.0,0.0,20.6448,41.19085729,6.067
0.0,100.0,0.0,2.11,1.87,0.04,0.08,0.0,2.89,5.03,0.0,11.04,-1.0,13.0,0.0,0.0,-1.87,0.0,0.0,20.6448,41.04395476499998,0.031
0.0,100.0,0.0,2.11,5.03,0.0,0.08,0.0,2.88,3.59,0.0,11.02,0.0,11.0,0.0,0.0,-5.03,0.0,0.0,55.4306,41.132096279999985,0.228
0.0,100.0,0.0,2.11,5.03,0.0,0.08,0.0,2.88,3.59,0.0,11.02,0.0,11.0,0.0,0.0,-5.03,0.0,0.0,55.4306,41.07333526999999,0.426
0.0,100.0,0.0,2.09,9.06,0.3,0.08,0.0,2.86,7.04,0.0,11.06,0.0,12.0,95.0,0.0,-9.06,0.0,0.0,100.20360000000001,40.985193755,0.626
0.0,100.0,0.0,2.09,9.06,0.3,0.08,0.0,2.86,7.04,0.0,11.06,0.0,12.0,95.0,0.0,-9.06,0.0,0.0,100.20360000000001,40.926432745,0.828
0.0,100.0,0.0,2.07,2.44,1.02,0.08,0.0,2.84,6.61,0.0,11.14,0.0,10.0,95.0,0.0,39.32267447037702,0.0,23.26180968,27.1816,40.86767173499999,1.027
0.0,100.0,0.0,2.07,2.44,1.02,0.08,0.0,2.84,6.61,0.0,11.14,0.0,10.0,95.0,0.0,39.32267447037702,0.0,23.26180968,27.1816,40.83829122999998,1.226
0.0,100.0,0.0,2.07,5.46,1.79,0.08,0.0,2.82,5.03,0.0,11.26,-2.0,12.0,95.0,0.0,124.57042680284192,0.0,73.20713029,61.4796,40.80891072499999,1.426
0.0,100.0,0.0,2.07,5.46,1.79,0.08,0.0,2.82,5.03,0.0,11.26,-2.0,12.0,95.0,0.0,124.57042680284192,0.0,73.20713029,61.4796,40.75014971499999,1.628
0.0,100.0,0.0,2.07,5.46,1.79,0.08,0.0,2.82,5.03,0.0,11.26,-2.0,12.0,95.0,0.0,124.57042680284192,0.0,73.20713029,61.4796,40.60324718999999,1.826
0.0,100.0,0.0,2.06,0.29,2.63,0.08,0.0,2.85,52.76,3.0,11.3,-7.0,12.0,95.0,0.0,238.13834601769912,0.0,134.7120155,3.277,40.72076921,2.027
0.0,100.0,0.0,2.06,0.29,2.63,0.08,0.0,2.85,52.76,3.0,11.3,-7.0,12.0,95.0,0.0,238.13834601769912,0.0,134.7120155,3.277,40.779530219999984,2.226
0.0,100.0,0.0,2.05,3.74,3.11,0.08,0.0,2.97,93.72,5.0,11.28,-12.0,14.0,95.0,0.0,273.6502510638298,0.0,156.44810159999997,42.1872,40.80891072499999,2.427
0.0,100.0,0.0,2.05,3.74,3.11,0.08,0.0,2.97,93.72,5.0,11.28,-12.0,14.0,95.0,0.0,273.6502510638298,0.0,156.44810159999997,42.1872,40.75014971499999,2.627
0.0,100.0,0.0,2.08,6.61,3.28,0.08,0.0,3.18,159.71,6.0,11.26,-14.0,13.0,95.0,0.0,276.3567332149201,0.0,159.3102708,74.4286,40.89705223999998,2.827
0.0,100.0,0.0,2.08,6.61,3.28,0.08,0.0,3.18,159.71,6.0,11.26,-14.0,13.0,95.0,0.0,276.3567332149201,0.0,159.3102708,74.4286,40.83829122999998,3.026
0.0,100.0,0.0,2.08,-0.14,3.39,0.08,0.0,3.41,167.9,6.0,11.16,-14.0,16.0,95.0,0.0,289.8205471326165,0.0,161.64174530000003,-1.5624000000000002,40.72076921,3.227
0.0,100.0,0.0,2.08,-0.14,3.39,0.08,0.0,3.41,167.9,6.0,11.16,-14.0,16.0,95.0,0.0,289.8205471326165,0.0,161.64174530000003,-1.5624000000000002,40.95581324999999,3.426
0.0,100.0,0.0,2.08,-0.14,3.39,0.08,0.0,3.41,167.9,6.0,11.16,-14.0,16.0,95.0,0.0,289.8205471326165,0.0,161.64174530000003,-1.5624000000000002,41.22023779499999,3.626
0.0,100.0,0.0,2.08,7.48,3.45,0.08,0.0,3.61,183.43,7.0,11.15,-15.0,13.0,95.0,0.0,285.67437991031386,0.0,163.4335668,83.402,41.19085729,3.827
0.0,100.0,0.0,2.08,7.48,3.45,0.08,0.0,3.61,183.43,7.0,11.15,-15.0,13.0,95.0,0.0,285.67437991031386,0.0,163.4335668,83.402,41.30837930999998,4.026
0.0,100.0,0.0,2.09,4.17,3.54,0.08,0.0,3.75,202.11,7.0,11.15,-15.0,13.0,95.0,0.0,291.2200324663676,0.0,164.67994309999997,46.4955,41.484662339999986,4.227
0.0,100.0,0.0,2.09,4.17,3.54,0.08,0.0,3.75,202.11,7.0,11.15,-15.0,13.0,95.0,0.0,291.2200324663676,0.0,164.67994309999997,46.4955,41.57280385499999,4.426
0.0,100.0,0.0,2.07,5.18,3.59,0.08,0.0,3.79,205.85,7.0,11.12,-15.0,13.0,95.0,0.0,291.0069480215827,0.0,164.67994309999997,57.60159999999999,41.455281834999994,4.627
0.0,100.0,0.0,2.07,5.18,3.59,0.08,0.0,3.79,205.85,7.0,11.12,-15.0,13.0,95.0,0.0,291.0069480215827,0.0,164.67994309999997,57.60159999999999,41.77846738999999,4.827
0.0,100.0,0.0,2.11,7.91,3.64,0.08,0.0,3.82,202.83,7.0,11.13,-15.0,13.0,95.0,0.0,289.26564815813106,0.0,165.37824819999997,88.0383,41.92536991499999,5.027
0.0,100.0,0.0,2.11,7.91,3.64,0.08,0.0,3.82,202.83,7.0,11.13,-15.0,13.0,95.0,0.0,289.26564815813106,0.0,165.37824819999997,88.0383,42.042891935,5.226
0.0,100.0,0.0,2.11,7.91,3.64,0.08,0.0,3.82,202.83,7.0,11.13,-15.0,13.0,95.0,0.0,289.26564815813106,0.0,165.37824819999997,88.0383,41.92536991499999,5.426
0.0,100.0,0.0,2.1,4.03,3.68,0.08,0.0,3.83,204.84,7.0,11.13,-15.0,14.0,95.0,0.0,293.1456481581311,0.0,165.37824819999997,44.8539,41.83722839999999,5.627
0.0,100.0,0.0,2.1,4.03,3.68,0.08,0.0,3.83,204.84,7.0,11.13,-15.0,14.0,95.0,0.0,293.1456481581311,0.0,165.37824819999997,44.8539,42.01351142999998,5.826
0.0,100.0,0.0,2.14,10.35,3.68,0.08,0.0,3.83,203.84,7.0,11.1,-15.0,13.0,95.0,0.0,287.6288255855855,0.0,165.37824819999997,114.88499999999999,42.101652944999984,6.027
0.0,100.0,0.0,2.14,10.35,3.68,0.08,0.0,3.83,203.84,7.0,11.1,-15.0,13.0,95.0,0.0,287.6288255855855,0.0,165.37824819999997,114.88499999999999,41.86660890499999,6.226
0.0,100.0,0.0,2.11,4.6,3.7,0.08,0.0,3.82,199.96,7.0,11.09,-15.0,14.0,95.0,0.0,293.91942759242556,0.0,165.5290226,51.013999999999996,41.396520824999996,6.427
0.0,100.0,0.0,2.11,4.6,3.7,0.08,0.0,3.82,199.96,7.0,11.09,-15.0,14.0,95.0,0.0,293.91942759242556,0.0,165.5290226,51.013999999999996,41.36714031999999,6.631
0.0,100.0,0.0,2.11,4.6,3.7,0.08,0.0,3.82,199.96,7.0,11.09,-15.0,14.0,95.0,0.0,293.91942759242556,0.0,165.5290226,51.013999999999996,41.278998804999986,6.826
0.0,100.0,0.0,2.1,4.74,3.69,0.08,0.0,3.83,204.56,7.0,11.08,-15.0,13.0,95.0,0.0,293.77669350180497,0.0,165.37824819999997,52.519200000000005,40.985193755,7.028
