SolarRef (%),WindRef (%) UI,LoadRef (%),SolarU (V),LoadI (mA),WindU (V),Fuel cell U (V),Fuel cell pwm (0-255),ElectrolyzerU (V),ElectrolyzerI (mA),Electrolyzer pwm (0-255),gridU (V),H2Ref byte (0-255),looptime (ms),fanRaw (%) dimmer,wind pwm (0-255),Total current multiplier (mA),zon power (W),wind power (W),fuel cell flow (-),Tanklevel (mL),t (s)
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,50.00500878999999,0.759
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.740584244999994,0.967
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.41739868999999,1.177
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.329257174999995,1.387
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.27049616499998,1.597
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.27049616499998,1.807
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.094213135,2.021
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.064832629999984,2.227
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.064832629999984,2.434
0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,0.0,0.0,4.0,49.064832629999984,2.636
0.0,0.0,0.0,0.3,5.46,0.0,0.01,0.0,0.52,3.02,0.0,2.28,0.0,11.0,0.0,0.0,-5.46,0.0,0.0,12.448799999999999,48.91793010499999,2.84
0.0,0.0,0.0,0.3,5.46,0.0,0.01,0.0,0.52,3.02,0.0,2.28,0.0,11.0,0.0,0.0,-5.46,0.0,0.0,12.448799999999999,48.80040808499999,3.036
0.0,0.0,0.0,0.82,-0.14,0.0,0.04,0.0,1.25,-1.44,0.0,5.11,0.0,12.0,0.0,0.0,0.14,0.0,0.0,-0.7154000000000001,48.56536404499999,3.235
0.0,0.0,0.0,0.82,-0.14,0.0,0.04,0.0,1.25,-1.44,0.0,5.11,0.0,12.0,0.0,0.0,0.14,0.0,0.0,-0.7154000000000001,48.53598353999999,3.434
0.0,0.0,0.0,1.34,6.04,0.0,0.06,0.0,1.98,2.88,0.0,7.94,-1.0,12.0,0.0,0.0,-6.04,0.0,0.0,47.9576,48.18341747999998,3.635
0.0,0.0,0.0,1.34,6.04,0.0,0.06,0.0,1.98,2.88,0.0,7.94,-1.0,12.0,0.0,0.0,-6.04,0.0,0.0,47.9576,47.86023192499999,3.834
0.0,0.0,0.0,1.34,6.04,0.0,0.06,0.0,1.98,2.88,0.0,7.94,-1.0,12.0,0.0,0.0,-6.04,0.0,0.0,47.9576,47.801470914999996,4.034
0.0,0.0,0.0,1.85,4.89,0.0,0.08,0.0,2.71,-2.16,0.0,10.76,0.0,11.0,0.0,0.0,-4.89,0.0,0.0,52.6164,47.65456838999999,4.234
0.0,0.0,0.0,1.85,4.89,0.0,0.08,0.0,2.71,-2.16,0.0,10.76,0.0,11.0,0.0,0.0,-4.89,0.0,0.0,52.6164,47.24324131999999,4.434
0.0,0.0,0.0,2.02,3.16,0.0,0.08,0.0,2.83,0.86,0.0,11.0,0.0,12.0,0.0,0.0,-3.1600000000000006,0.0,0.0,34.760000000000005,47.15509980499999,4.64
